Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q2,FE_2019Q2,FE_2018Q2,FE_Sector,Treat,After,DiD,Delete
KIJA.JK,2020Q2,30.11197634,80.55176565,26.4297733,-30.82372815,6.103331222,13.67053209,1,0,0,9,0,1,0,0
KIJA.JK,2019Q2,30.06595141,87.99961179,26.79828558,-51.8334313,-0.20913284,-0.45956577,0,1,0,9,0,0,0,0
KINO.JK,2020Q2,29.15786686,36.43406996,27.83044514,40.03480725,1.159682972,2.281177989,1,0,0,8,0,1,0,0
KINO.JK,2019Q2,28.89309593,31.01355056,27.49372431,15.74542398,1.29126944,2.39387562,0,1,0,8,0,0,0,0
KIOS.JK,2020Q2,26.27707786,128.0831082,27.11002266,-9.780056498,-0.795466677,-2.032139214,1,0,0,10,1,1,1,0
KIOS.JK,2019Q2,26.27334545,164.5343632,27.21294234,3574.732719,0.141368283,0.313369813,0,1,0,10,1,0,0,0
KKGI.JK,2020Q2,28.19554879,9.25353235,26.3698134,103.3455555,-3.621864068,-4.154339122,1,0,0,3,1,1,1,0
KKGI.JK,2019Q2,27.96415851,3.260752998,25.66007681,-53.50047502,-1.458462707,-2.138188897,0,1,0,3,1,0,0,0
KLBF.JK,2020Q2,30.56557192,5.080293109,29.39114429,8.340691039,3.306642516,4.382426597,1,0,0,5,0,1,0,0
KLBF.JK,2019Q2,30.51542964,2.620018457,29.31103366,3.824856637,3.552581494,4.437832311,0,1,0,5,0,0,0,0
KMTR.JK,2020Q2,29.18766091,145.1257104,28.64221651,8.170388231,3.17525077,7.848691111,1,0,0,1,1,1,1,0
KMTR.JK,2019Q2,28.96389996,125.9454679,28.56367904,-17.85726328,1.600153266,4.0265854,0,1,0,1,1,0,0,0
KOBX.JK,2020Q2,28.2311411,47.62420191,25.9535978,-27.06401336,-1.868171163,-7.855337034,1,0,0,6,0,1,0,0
KOBX.JK,2019Q2,27.93075109,26.18233862,26.26918583,29.11991802,-0.123950714,-0.504939936,0,1,0,6,0,0,0,0
KONI.JK,2020Q2,25.53580205,687.2818366,24.15730169,-3.20239195,-12.70225049,-154.5046315,1,0,0,6,0,1,0,0
KONI.JK,2019Q2,25.49809139,445.0488698,24.18984959,50.60967517,0.866095882,8.418890185,0,1,0,6,0,0,0,0
KOPI.JK,2020Q2,25.82411555,21.60017375,24.590989,131.5403514,-2.05767404,-4.050188264,1,0,0,3,1,1,1,0
KOPI.JK,2019Q2,25.86965395,19.39001278,23.75140503,-64.75939591,3.087247613,5.728140072,0,1,0,3,1,0,0,0
KPIG.JK,2020Q2,30.48975207,30.93469596,26.24204966,33.88808961,-0.140676763,-0.165043725,1,0,0,2,1,1,1,0
KPIG.JK,2019Q2,30.38109513,22.30896061,25.95021555,-24.81370699,0.044767434,0.059857191,0,1,0,2,1,0,0,0
KRAH.JK,2020Q2,27.19399291,264.532636,24.18928103,-54.00324747,-10.93193905,-73.22514549,1,0,0,6,0,1,0,0
KRAH.JK,2019Q2,27.11804579,183.2642086,24.96588042,-30.37161458,-9.816841426,-40.30095783,0,1,0,6,0,0,0,0
KRAS.JK,2020Q2,31.73077535,121.6406725,29.01689573,-24.17333245,-2.415378908,-18.57684837,1,0,0,1,1,1,1,0
KRAS.JK,2019Q2,31.7138065,111.9588586,29.29361587,39.41673664,-1.746539301,-4.17333426,0,1,0,1,1,0,0,0
KREN.JK,2020Q2,28.89104327,10.67088014,28.41505273,63.03569993,0.838345523,0.713359898,1,0,0,4,0,1,0,0
KREN.JK,2019Q2,28.39087495,9.027379962,27.92625372,1121.600625,4.637437381,7.301645265,0,1,0,4,0,0,0,0
LEAD.JK,2020Q2,28.41691251,220.3884328,24.8837889,-17.15499985,-0.893950009,-3.337775885,1,0,0,3,1,1,1,0
LEAD.JK,2019Q2,28.63925366,112.9728236,25.07198769,3.47269023,-2.246079486,-7.347054131,0,1,0,3,1,0,0,0
LINK.JK,2020Q2,29.4396749,14.00344287,27.54182153,-2.5571396,3.574672838,5.835336162,1,0,0,7,1,1,1,0
LINK.JK,2019Q2,29.40942699,2.675988055,27.56772556,11.53364013,4.294482333,5.545455935,0,1,0,7,1,0,0,0
LION.JK,2020Q2,27.26188404,7.327260204,25.22260339,-14.24728723,1.898098064,2.77059635,1,0,0,6,0,1,0,0
LION.JK,2019Q2,27.25705409,7.612126275,25.37630586,17.825695,0.360029728,0.524275025,0,1,0,6,0,0,0,0
LMAS.JK,2020Q2,26.7535567,248.9168595,24.9509362,47.70064147,-5.210897236,-13.35882199,1,0,0,10,1,1,1,0
LMAS.JK,2019Q2,26.79951436,316.660507,24.56091885,4.111753533,0.913342314,3.459133507,0,1,0,10,1,0,0,0
LMPI.JK,2020Q2,27.34699584,90.06469279,25.4204457,6.881241125,-1.046226366,-2.754716451,1,0,0,2,1,1,1,0
LMPI.JK,2019Q2,27.38869444,81.29991802,25.35389757,5.387529843,-1.365949658,-3.316610978,0,1,0,2,1,0,0,0
LMSH.JK,2020Q2,25.780303,3.221292941,24.60455352,-18.78532367,0.10936162,0.139131907,1,0,0,1,1,1,1,0
LMSH.JK,2019Q2,25.809807,1.081833595,24.81262773,26.12317529,-0.901801477,-1.083549962,0,1,0,1,1,0,0,0
LPKR.JK,2020Q2,31.59938523,60.00440449,28.57967758,-14.58760232,1.206871233,3.271329602,1,0,0,9,0,1,0,0
LPKR.JK,2019Q2,31.62195288,69.2950709,28.7373565,35.96174689,-2.974811414,-6.575425005,0,1,0,9,0,0,0,0
LRNA.JK,2020Q2,26.45786398,5.935567113,23.84261147,17.19438956,-3.796167796,-4.487077413,1,0,0,11,1,1,1,0
LRNA.JK,2019Q2,26.25101088,4.702272776,23.68394765,-15.98188064,-1.720647543,-2.014709114,0,1,0,11,1,0,0,0
LTLS.JK,2020Q2,29.45436969,142.4829086,28.08562299,-3.394432297,2.200716473,6.465347567,1,0,0,1,1,1,1,0
LTLS.JK,2019Q2,29.48773246,147.0561048,28.1201568,-6.549155914,1.129132007,3.062200859,0,1,0,1,1,0,0,0
MAIN.JK,2020Q2,29.15700691,97.69118537,28.28716394,20.55021917,-1.180984943,-2.891392,1,0,0,8,0,1,0,0
MAIN.JK,2019Q2,29.04168977,92.9502763,28.10026771,10.89762398,1.205484718,2.740570012,0,1,0,8,0,0,0,0
MAMI.JK,2020Q2,27.62590005,38.96182186,24.42156707,-16.93120082,-0.371958807,-0.211428378,1,0,0,2,1,1,1,0
MAMI.JK,2019Q2,27.50750805,20.40080149,24.60706809,78.15601512,-0.014547794,-0.263493067,0,1,0,2,1,0,0,0
MAPB.JK,2020Q2,28.29536236,0.17225418,27.32365321,21.5781451,-3.720448364,-8.852787318,1,0,0,2,1,1,1,0
MAPB.JK,2019Q2,28.11425805,0.150067356,27.12826617,37.27177616,1.734399548,2.950610515,0,1,0,2,1,0,0,0
MAPI.JK,2020Q2,30.17905365,28.60072046,29.30558475,11.73509704,-2.536617863,-7.316451622,1,0,0,2,1,1,1,0
MAPI.JK,2019Q2,30.10282015,77.96253311,29.19462407,16.59325878,3.425523676,6.352658813,0,1,0,2,1,0,0,0
MARI.JK,2020Q2,26.50589708,24.84597682,24.33638102,21.16354587,2.779297348,4.392853882,1,0,0,2,1,1,1,0
MARI.JK,2019Q2,26.36101087,25.1194564,24.14440996,33.06998313,2.278593824,3.743253794,0,1,0,2,1,0,0,0
MASA.JK,2020Q2,29.76517185,52.98445501,27.88621694,18.68531153,0.313467114,0.703177571,1,0,0,2,1,1,1,0
MASA.JK,2019Q2,29.85315649,64.98934357,27.71491158,25.44088767,0.366488691,0.808111655,0,1,0,2,1,0,0,0
MBAP.JK,2020Q2,28.59217581,8.668670137,27.50642667,17.9975301,4.105589606,5.536949164,1,0,0,3,1,1,1,0
MBAP.JK,2019Q2,28.5065711,0.161241654,27.34093316,-13.2289005,5.857813518,8.013899874,0,1,0,3,1,0,0,0
MBSS.JK,2020Q2,28.82468473,32.78964707,26.332754,5.924849433,-1.054811698,-1.437748435,1,0,0,3,1,1,1,0
MBSS.JK,2019Q2,28.90494907,33.04046562,26.27519431,11.07660649,-0.319304228,-0.472506247,0,1,0,3,1,0,0,0
MBTO.JK,2020Q2,27.14525029,61.35078437,25.3449445,-20.80596702,-3.381041328,-9.827839016,1,0,0,8,0,1,0,0
MBTO.JK,2019Q2,27.34861505,41.65126716,25.57821373,-23.1117819,-2.829288928,-6.165541126,0,1,0,8,0,0,0,0
MCAS.JK,2020Q2,28.09224137,24.87625601,28.33997995,68.8984578,-7.65652279,-32.87132137,1,0,0,10,1,1,1,0
MCAS.JK,2019Q2,27.33680074,24.41074461,27.81585245,520.2058313,2.824617366,4.05928685,0,1,0,10,1,0,0,0
MDIA.JK,2020Q2,29.35136228,66.38136368,26.57132688,-30.42514262,-5.125271325,-13.66056671,1,0,0,2,1,1,1,0
MDIA.JK,2019Q2,29.33303891,58.62372131,26.93409381,-4.25992865,0.353461557,0.812698515,0,1,0,2,1,0,0,0
MDKA.JK,2020Q2,30.16169256,70.9849925,27.97704858,129.5691584,2.262037617,4.559008474,1,0,0,1,1,1,1,0
MDKA.JK,2019Q2,29.90487051,115.8776503,27.14601444,420.8594665,2.696624329,5.668675894,0,1,0,1,1,0,0,0
MDKI.JK,2020Q2,27.56020802,0.622622361,25.11702339,-11.6534419,1.006033824,1.115125993,1,0,0,1,1,1,1,0
MDKI.JK,2019Q2,27.46546346,2.30452541,25.24092634,-3.931005557,0.714571246,0.819736506,0,1,0,1,1,0,0,0
MDLN.JK,2020Q2,30.38721882,80.85571332,27.56611243,53.02371682,-0.969672952,-2.440975854,1,0,0,9,0,1,0,0
MDLN.JK,2019Q2,30.32481992,68.40097219,27.14068969,-37.36442446,2.054895319,4.55160879,0,1,0,9,0,0,0,0
MEDC.JK,2020Q2,31.91218739,222.8545074,29.02761948,2.836867322,-0.271145228,-1.52876045,1,0,0,3,1,1,1,0
MEDC.JK,2019Q2,31.88954957,206.668739,28.99964575,38.70505351,0.681658116,2.562310429,0,1,0,3,1,0,0,0
META.JK,2020Q2,29.08502126,40.43650185,25.76849001,-21.70743314,1.029836011,1.554638681,1,0,0,7,1,1,1,0
META.JK,2019Q2,29.28681728,125.8481259,26.01320753,11.46590409,1.581061027,1.983993523,0,1,0,7,1,0,0,0
MFIN.JK,2020Q2,29.05661071,81.4671756,26.73549823,19.53928111,0.328344009,0.660635642,1,0,0,4,0,1,0,0
MFIN.JK,2019Q2,28.8654496,65.75202846,26.55702339,5.310206434,2.171824605,4.041376512,0,1,0,4,0,0,0,0
MFMI.JK,2020Q2,26.35252837,3.730827226,24.22609382,-0.060114219,-0.802993438,-1.761574096,1,0,0,6,0,1,0,0
MFMI.JK,2019Q2,26.25756279,3.88231588,24.22669514,15.45211272,3.231293795,4.066386211,0,1,0,6,0,0,0,0
MICE.JK,2020Q2,27.63826232,40.60190291,25.9362013,26.09153293,-0.293431437,-0.210976954,1,0,0,2,1,1,1,0
MICE.JK,2019Q2,27.47749116,24.13136103,25.70436339,9.24175781,0.455281053,0.770489726,0,1,0,2,1,0,0,0
MIDI.JK,2020Q2,29.28441046,196.7829778,28.79014853,7.077173552,1.097129553,4.843183442,1,0,0,8,0,1,0,0
MIDI.JK,2019Q2,29.24994925,260.4712142,28.72176889,11.6457866,1.167298633,5.479874731,0,1,0,8,0,0,0,0
MIRA.JK,2020Q2,26.5920491,33.46053976,24.19977331,6.410888356,-2.391723472,-3.54498757,1,0,0,11,1,1,1,0
MIRA.JK,2019Q2,26.5996879,41.67624447,24.13763559,22.42133819,0.395430857,0.606956341,0,1,0,11,1,0,0,0
MKNT.JK,2020Q2,27.41179939,436.319885,27.57586881,-37.66460356,0.007886631,-2.269092747,1,0,0,2,1,1,1,0
MKNT.JK,2019Q2,27.61736353,287.4604136,28.04850957,43.76682476,-7.57587232,-25.23436192,0,1,0,2,1,0,0,0
MKPI.JK,2020Q2,29.56216538,12.12093558,26.77454363,-5.924853429,-1.234142555,-1.661193577,1,0,0,9,0,1,0,0
MKPI.JK,2019Q2,29.51381077,14.26929986,26.83561992,-32.90947296,1.482001058,1.978979129,0,1,0,9,0,0,0,0
MLBI.JK,2020Q2,28.66237795,191.0475135,27.40235987,4.47527176,-2.03453923,-6.162785611,1,0,0,8,0,1,0,0
MLBI.JK,2019Q2,28.46900214,139.3914171,27.35857965,24.74842041,8.237617667,25.50414852,0,1,0,8,0,0,0,0
MLIA.JK,2020Q2,29.28864133,66.73259698,27.49920107,-38.77125843,-0.378593364,-0.888707986,1,0,0,6,0,1,0,0
MLIA.JK,2019Q2,29.26603401,82.66158644,27.98975454,2.354201672,0.371831336,0.852773639,0,1,0,6,0,0,0,0
MLPL.JK,2020Q2,30.49169809,92.96032841,28.63568164,-27.74934793,-4.424308163,-13.5049664,1,0,0,6,0,1,0,0
MLPL.JK,2019Q2,30.75307181,88.43200288,28.96071047,-3.884277745,-0.530873279,-0.571462681,0,1,0,6,0,0,0,0
MLPT.JK,2020Q2,28.43124938,26.55296265,27.15951235,36.54713377,2.052536234,5.72815817,1,0,0,10,1,1,1,0
MLPT.JK,2019Q2,28.26273109,21.15347243,26.84801268,3.646915283,1.35906342,3.892269127,0,1,0,10,1,0,0,0
MMLP.JK,2020Q2,29.43788638,14.47952864,25.09398594,40.51338637,0.727364484,-0.278752814,1,0,0,9,0,1,0,0
MMLP.JK,2019Q2,29.31066945,13.90174989,24.75385337,26.62788865,3.026930146,3.636013973,0,1,0,9,0,0,0,0
MNCN.JK,2020Q2,30.43144057,46.3440832,28.26566751,17.7234718,1.840095335,2.674604044,1,0,0,2,1,1,1,0
MNCN.JK,2019Q2,30.38172025,46.70331338,28.10249928,-0.44881134,3.56785247,5.464914468,0,1,0,2,1,0,0,0
MPMX.JK,2020Q2,29.89542562,5.154687942,29.0479698,5.013032055,-1.525605264,-2.33397553,1,0,0,2,1,1,1,0
MPMX.JK,2019Q2,30.37725001,39.9894132,28.99905552,16.86759428,1.432792199,1.87702274,0,1,0,2,1,0,0,0
MPOW.JK,2020Q2,26.44470735,95.62461808,23.47291386,-6.615701561,7.631171223,15.41068274,1,0,0,7,1,1,1,0
MPOW.JK,2019Q2,26.51879451,122.9259721,23.54136083,-6.615699623,1.433142158,2.917659078,0,1,0,7,1,0,0,0
MPPA.JK,2020Q2,29.24934344,145.3861694,28.32043785,-31.65377012,-2.130348127,-20.85174125,1,0,0,8,0,1,0,0
MPPA.JK,2019Q2,29.35018875,163.7746642,28.70102163,-5.979532984,-2.287549229,-10.31218474,0,1,0,8,0,0,0,0
MRAT.JK,2020Q2,26.96035772,15.21862306,24.86669259,-23.7343714,0.234743013,0.338340789,1,0,0,8,0,1,0,0
MRAT.JK,2019Q2,26.94502618,14.25640882,25.13764041,0.398403918,-0.486782089,-0.679319847,0,1,0,8,0,0,0,0
MSKY.JK,2020Q2,29.17910221,78.23159316,27.10298321,-4.932918308,-0.800216022,-1.250786076,1,0,0,2,1,1,1,0
MSKY.JK,2019Q2,29.23159123,119.6573497,27.15357063,3.15948936,-1.063251523,-2.493196907,0,1,0,2,1,0,0,0
MTDL.JK,2020Q2,29.27316065,12.77085884,28.70432825,20.50141963,1.712376677,2.829289561,1,0,0,10,1,1,1,0
MTDL.JK,2019Q2,29.14253832,34.40863605,28.5178369,18.29203277,1.82003994,3.533514023,0,1,0,10,1,0,0,0
MTLA.JK,2020Q2,29.28434145,31.36332736,26.55335121,22.62840301,0.504074412,0.779183089,1,0,0,9,0,1,0,0
MTLA.JK,2019Q2,29.24292204,41.19111681,26.34936272,8.660774566,2.599541948,4.015156424,0,1,0,9,0,0,0,0
MTRA.JK,2020Q2,26.28099161,60.374173,24.64442958,-25.76860548,0.4419213,1.342148532,1,0,0,7,1,1,1,0
MTRA.JK,2019Q2,26.29573642,65.64807871,24.94241259,-21.42879689,1.294166207,2.489146406,0,1,0,7,1,0,0,0
MYOH.JK,2020Q2,28.32887347,9.332304416,27.46921282,0.670672068,9.644731551,12.40137152,1,0,0,3,1,1,1,0
MYOH.JK,2019Q2,28.28741725,10.485128,27.46252849,50.93192532,1.902020497,2.524716715,0,1,0,3,1,0,0,0
MYOR.JK,2020Q2,30.50356619,57.08301164,29.4302081,11.90293558,0.067348336,0.066824463,1,0,0,8,0,1,0,0
MYOR.JK,2019Q2,30.43539292,87.9194542,29.31774644,22.46823537,2.015747449,3.798010488,0,1,0,8,0,0,0,0
MYTX.JK,2020Q2,28.95053311,345.9584578,26.91117055,-16.10963776,-0.036939443,-0.427258815,1,0,0,2,1,1,1,0
MYTX.JK,2019Q2,28.94036856,5918.300989,27.08683,71.9485853,-1.558144332,-15.97745455,0,1,0,2,1,0,0,0
NASA.JK,2020Q2,27.78395805,6.727062268,20.0437005,-84.23308839,-0.124552066,-0.130391988,1,0,0,2,1,1,1,0
NASA.JK,2019Q2,27.88972994,17.8794114,21.89095715,-19.05636217,-0.217539848,-0.222781509,0,1,0,2,1,0,0,0
NELY.JK,2020Q2,26.96145148,10.39045369,24.81249514,15.70193152,1.437080121,1.686696699,1,0,0,11,1,1,1,0
NELY.JK,2019Q2,26.79806792,0.873671076,24.666648,14.81617973,2.321873097,2.716702615,0,1,0,11,1,0,0,0
NIKL.JK,2020Q2,28.15348853,120.268774,26.85033057,-15.86470113,7.455306151,25.67952235,1,0,0,1,1,1,1,0
NIKL.JK,2019Q2,28.2219828,130.3000949,27.02307455,14.02525442,0.131566303,0.373164127,0,1,0,1,1,0,0,0
NIPS.JK,2020Q2,28.20648573,70.61841082,26.35170698,15.56249306,0.642446016,1.345758207,1,0,0,2,1,1,1,0
NIPS.JK,2019Q2,28.06780405,104.057486,26.20706572,29.61172653,2.237727227,4.725989137,0,1,0,2,1,0,0,0
NIRO.JK,2020Q2,29.69601139,42.1205349,25.41167933,4.848991029,2.055707875,2.3820289,1,0,0,9,0,1,0,0
NIRO.JK,2019Q2,29.27515757,47.06223571,25.36432838,35.30024309,-0.460043871,-0.572700347,0,1,0,9,0,0,0,0
OMRE.JK,2020Q2,29.07215904,2.09395338,24.18758359,-2.452164856,-0.345378343,-0.380993002,1,0,0,9,0,1,0,0
OMRE.JK,2019Q2,29.07164921,1.935774219,24.2124109,-21.86042552,-0.796863123,-0.874116606,0,1,0,9,0,0,0,0
PALM.JK,2020Q2,28.28574413,12.82685903,24.60914179,-69.22521234,0.443920007,0.498444585,1,0,0,8,0,1,0,0
PALM.JK,2019Q2,28.69137493,55.66359794,25.7876162,-21.40949445,-0.997190215,-1.223792302,0,1,0,8,0,0,0,0
PANR.JK,2020Q2,28.24954172,100.3240508,26.90289105,2.812759005,-1.854603107,-4.497803767,1,0,0,2,1,1,1,0
PANR.JK,2019Q2,28.56008613,126.6702441,26.87515178,24.05424639,-0.308847201,-1.124972379,0,1,0,2,1,0,0,0
PANS.JK,2020Q2,28.45612332,13.98513997,25.36541221,99.65706763,5.246016779,8.609281248,1,0,0,4,0,1,0,0
PANS.JK,2019Q2,28.64317587,43.7311595,24.67398116,-47.15526712,1.101673304,1.905281044,0,1,0,4,0,0,0,0
PBRX.JK,2020Q2,29.82690554,124.517722,28.51824503,10.43152502,1.89385644,3.793859645,1,0,0,2,1,1,1,0
PBRX.JK,2019Q2,29.80247901,126.1772764,28.41901957,16.68942803,1.259325101,2.832365909,0,1,0,2,1,0,0,0
PCAR.JK,2020Q2,25.48670111,2.220335671,23.91781129,-43.33810162,-1.590738732,-2.292025882,1,0,0,8,0,1,0,0
PCAR.JK,2019Q2,25.59711477,6.275579728,24.48587948,38.20720542,-0.620486946,-0.800563444,0,1,0,8,0,0,0,0
PDES.JK,2020Q2,26.86013323,69.84077087,25.01280443,-12.56470228,-5.033704142,-11.19744963,1,0,0,2,1,1,1,0
PDES.JK,2019Q2,26.86927627,76.29687212,25.14707556,-11.55040522,-0.512497668,-0.904046313,0,1,0,2,1,0,0,0
PGAS.JK,2020Q2,32.25906082,115.4536984,30.20517707,-5.974655733,-0.368704207,-1.607570299,1,0,0,3,1,1,1,0
PGAS.JK,2019Q2,32.1597516,73.97008571,30.2667829,57.4759258,-0.000675565,-0.427866357,0,1,0,3,1,0,0,0
PGLI.JK,2020Q2,25.21637759,3.405078566,22.08469397,-27.26977652,0.418018019,0.68760362,1,0,0,2,1,1,1,0
PGLI.JK,2019Q2,25.15957365,3.030479105,22.40310713,-14.18187988,2.229895211,3.088668265,0,1,0,2,1,0,0,0
PICO.JK,2020Q2,27.47194618,125.353913,25.9795069,13.48176052,-0.873392654,-2.859478392,1,0,0,1,1,1,1,0
PICO.JK,2019Q2,27.30676195,121.0361054,25.85303496,-4.763867741,0.194006607,0.51717469,0,1,0,1,1,0,0,0
PJAA.JK,2020Q2,29.1025717,64.7821371,26.30917898,-4.638429207,-0.253553605,-0.488384899,1,0,0,2,1,1,1,0
PJAA.JK,2019Q2,29.01066494,52.51500069,26.35667349,6.281438036,0.249688052,0.506354982,0,1,0,2,1,0,0,0
PLIN.JK,2020Q2,29.24666596,208.2493976,26.70273267,3.17788155,1.098271072,1.189649198,1,0,0,9,0,1,0,0
PLIN.JK,2019Q2,29.2243448,304.4872789,26.67144835,-3.145098449,1.663215905,2.655720897,0,1,0,9,0,0,0,0
PNSE.JK,2020Q2,26.86305603,44.70328707,24.31432542,-22.82738194,-3.581853026,-9.272412265,1,0,0,2,1,1,1,0
PNSE.JK,2019Q2,26.89448803,42.08880225,24.5734509,11.98090592,-2.341570089,-4.440196032,0,1,0,2,1,0,0,0
PORT.JK,2020Q2,28.4367922,82.51133981,26.27301935,28.09159828,-1.330640566,-3.06773142,1,0,0,7,1,1,1,0
PORT.JK,2019Q2,28.3446119,88.90661001,26.02544392,-40.65700611,-0.003598737,0.531370637,0,1,0,7,1,0,0,0
POWR.JK,2020Q2,30.54834513,83.56715085,28.33443073,2.547234597,2.504863396,4.886548187,1,0,0,7,1,1,1,0
POWR.JK,2019Q2,30.54870806,85.86375422,28.3092774,4.057933945,2.106906666,4.2471086,0,1,0,7,1,0,0,0
PPRO.JK,2020Q2,30.47812389,119.3857958,26.82366163,-17.42638655,0.143236811,0.605068816,1,0,0,9,0,1,0,0
PPRO.JK,2019Q2,30.28406814,91.99867036,27.01514164,11.25154836,0.62674002,1.975878398,0,1,0,9,0,0,0,0
PRAS.JK,2020Q2,28.1735498,108.9185276,25.46098631,-22.51731063,1.272541228,4.028443433,1,0,0,2,1,1,1,0
PRAS.JK,2019Q2,28.17903557,101.5277605,25.71610195,29.26030389,0.295263016,0.671929418,0,1,0,2,1,0,0,0
PRDA.JK,2020Q2,28.27048372,1.895745686,26.71376242,12.20230574,-2.332207323,-2.910120577,1,0,0,5,0,1,0,0
PRDA.JK,2019Q2,28.22071208,4.01965454,26.59862906,4.43011874,1.743264045,2.138447196,0,1,0,5,0,0,0,0
PSAB.JK,2020Q2,30.19997363,113.4489838,27.53814713,14.03066166,0.217598858,0.445343936,1,0,0,1,1,1,1,0
PSAB.JK,2019Q2,30.18105404,133.8293595,27.40684994,20.39655488,0.630700296,1.006031145,0,1,0,1,1,0,0,0
PTBA.JK,2020Q2,30.78427324,4.047729594,29.29456741,10.50465165,1.432452631,2.169416364,1,0,0,3,1,1,1,0
PTBA.JK,2019Q2,30.65799291,5.649057523,29.19467998,8.056407021,3.628397504,5.225644885,0,1,0,3,1,0,0,0
PTIS.JK,2020Q2,27.0097468,71.54688538,24.50861529,8.072758569,0.053694187,0.11488473,1,0,0,3,1,1,1,0
PTIS.JK,2019Q2,27.02783042,93.28519334,24.43098078,17.39565879,0.084407716,0.193977445,0,1,0,3,1,0,0,0
PTPP.JK,2020Q2,31.61078654,118.1813638,29.37006997,-2.265364062,0.009167369,0.0241511,1,0,0,7,1,1,1,0
PTPP.JK,2019Q2,31.41645966,96.32813238,29.39298414,11.80260101,0.462928655,1.342741727,0,1,0,7,1,0,0,0
PTRO.JK,2020Q2,29.6847819,110.7433049,28.18285974,16.72377851,0.885637345,2.304821955,1,0,0,3,1,1,1,0
PTRO.JK,2019Q2,29.58563725,107.1260579,28.02821965,35.88230692,0.84224475,2.407160938,0,1,0,3,1,0,0,0
PTSN.JK,2020Q2,28.94946583,22.76510889,27.95320937,118.534096,-0.069642071,-0.132650223,1,0,0,10,1,1,1,0
PTSN.JK,2019Q2,28.32141866,16.90565484,27.17143751,121.6280054,0.43414239,1.530346898,0,1,0,10,1,0,0,0
