Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q2,FE_2019Q2,FE_Sector,Treat,After,DiD,Delete
KBLV.JK,2020Q3,29.56402462,111.8044353,24.40512068,-82.66062495,4.653174497,17.16369103,1,0,4,1,1,1,0
KBLV.JK,2019Q3,29.9331395,59.01540392,26.15731093,-4.171181158,-0.718400078,-2.063234868,0,1,4,1,0,0,0
KDSI.JK,2020Q3,27.95464863,66.11202113,27.07476165,-3.839635517,1.369939842,2.693614806,1,0,0,1,1,1,0
KDSI.JK,2019Q3,27.91434404,65.47304482,27.11391458,3.657759817,0.683660653,1.591353064,0,1,0,1,0,0,0
KIAS.JK,2020Q3,28.11318018,2.785881497,25.86912973,-12.94804421,-2.630247297,-3.450613109,1,0,3,0,1,0,0
KIAS.JK,2019Q3,28.17853746,0.974754512,26.00779478,11.40674562,-2.478369913,-3.038809079,0,1,3,0,0,0,0
KICI.JK,2020Q3,25.77539904,11.04081563,23.95700795,24.36975686,-0.398868798,-0.717077431,1,0,2,1,1,1,0
KICI.JK,2019Q3,25.74814939,11.30635285,23.7389191,-25.48339834,-0.307969799,-0.506338881,0,1,2,1,0,0,0
KIJA.JK,2020Q3,30.10918924,80.2138187,26.99127269,-19.11892075,-1.28731529,-3.55011263,1,0,0,0,1,0,0
KIJA.JK,2019Q3,30.07706875,94.25572752,27.20346296,-8.640769698,0.119287661,0.260760957,0,1,0,0,0,0,0
KINO.JK,2020Q3,29.16959153,38.35694839,27.86301683,41.19393766,0.813071414,1.624651551,1,0,1,0,1,0,0
KINO.JK,2019Q3,28.88569638,29.42898069,27.51805262,-3.098930844,1.744324143,3.246956508,0,1,1,0,0,0,0
KIOS.JK,2020Q3,26.29650289,127.1487457,27.15615754,0.637669551,-3.326942209,-8.440214273,1,0,7,1,1,1,0
KIOS.JK,2019Q3,26.29852055,159.0272889,27.14980109,1974.641958,0.193420752,0.445636208,0,1,7,1,0,0,0
KKGI.JK,2020Q3,28.17979993,8.937367705,26.83543625,450.4703248,2.899113225,3.215509692,1,0,5,1,1,1,0
KKGI.JK,2019Q3,28.01049498,5.954967617,25.12983339,-60.49537372,3.283882198,4.773986052,0,1,5,1,0,0,0
KLBF.JK,2020Q3,30.60624164,4.783058622,29.3623483,6.613590478,2.981673047,3.831980245,1,0,8,0,1,0,0
KLBF.JK,2019Q3,30.49498438,1.867775477,29.29830749,5.457825344,3.475342744,4.383792996,0,1,8,0,0,0,0
KMTR.JK,2020Q3,29.04099886,109.8680341,28.58080863,-8.887170781,1.066948349,2.666934618,1,0,0,1,1,1,0
KMTR.JK,2019Q3,28.94036964,124.3834148,28.6738802,3.353789307,-0.131110515,-0.220179757,0,1,0,1,0,0,0
KOBX.JK,2020Q3,28.20590578,90.11533384,26.2012768,-42.04525128,-1.187237345,-5.333825692,1,0,3,0,1,0,0
KOBX.JK,2019Q3,28.03250616,24.60856965,26.74678447,91.06030784,0.223655844,0.812315433,0,1,3,0,0,0,0
KONI.JK,2020Q3,25.48225204,712.2552849,24.10379255,-15.37096119,9.712532987,143.5962427,1,0,3,0,1,0,0
KONI.JK,2019Q3,25.47843915,591.6719951,24.27068528,32.33125188,-1.12750051,-10.56120144,0,1,3,0,0,0,0
KOPI.JK,2020Q3,25.76503106,20.08898326,24.63264038,130.2878474,1.138897588,2.329098777,1,0,5,1,1,1,0
KOPI.JK,2019Q3,25.90939475,17.95738576,23.79848053,-60.47867436,-0.442488291,-0.788513517,0,1,5,1,0,0,0
KPIG.JK,2020Q3,30.84873724,19.60879303,26.35491638,9.180413965,0.380867275,0.563006663,1,0,2,1,1,1,0
KPIG.JK,2019Q3,30.42102747,27.08455948,26.26708488,-15.04251761,1.458706092,1.867242412,0,1,2,1,0,0,0
KRAH.JK,2020Q3,27.17243269,290.6911952,24.63673708,-33.28722107,-2.854945084,-34.48844892,1,0,3,0,1,0,0
KRAH.JK,2019Q3,27.11428857,174.8776075,25.04151075,12.17492526,-2.211121093,-11.94109685,0,1,3,0,0,0,0
KRAS.JK,2020Q3,31.74160323,130.5332173,29.23665508,-20.75016697,-0.933513698,-6.591431635,1,0,0,1,1,1,0
KRAS.JK,2019Q3,31.72752914,117.7151592,29.46921996,14.94643842,-1.815022845,-4.61312472,0,1,0,1,0,0,0
KREN.JK,2020Q3,28.88996345,9.366896003,28.56551558,76.72091263,-7.412516757,-13.72255835,1,0,0,0,1,0,0
KREN.JK,2019Q3,28.58088086,12.58985131,27.99611404,1060.517995,-0.859384255,-3.196289069,0,1,0,0,0,0,0
LEAD.JK,2020Q3,28.39530603,234.597827,25.06584192,-24.9897065,0.090965113,0.328709816,1,0,5,1,1,1,0
LEAD.JK,2019Q3,28.67343544,117.1664308,25.35338675,-8.036589713,-1.782157671,-6.166000385,0,1,5,1,0,0,0
LINK.JK,2020Q3,29.46808771,15.41301364,27.59071357,1.20701046,3.189132335,5.467058128,1,0,4,1,1,1,0
LINK.JK,2019Q3,29.43838667,2.406084751,27.57871573,11.04066214,3.966601192,5.412162161,0,1,4,1,0,0,0
LION.JK,2020Q3,27.24350508,7.287776799,25.18856183,-4.816578991,-2.426492655,-3.522451995,1,0,3,0,1,0,0
LION.JK,2019Q3,27.23841648,7.549935385,25.23792623,15.55693629,0.377774612,0.540312081,0,1,3,0,0,0,0
LMPI.JK,2020Q3,27.34834191,92.17561915,25.79775412,17.5246267,-1.564681089,-4.195509755,1,0,2,1,1,1,0
LMPI.JK,2019Q3,27.42628749,86.38978777,25.6362764,15.03473206,-1.281149617,-3.141165643,0,1,2,1,0,0,0
LMSH.JK,2020Q3,25.72648726,1.129719631,24.13975317,-30.38630116,-2.403699573,-2.983127149,1,0,0,1,1,1,0
LMSH.JK,2019Q3,25.78276278,5.715772945,24.50196199,9.806154238,-3.932148743,-4.691091479,0,1,0,1,0,0,0
LPGI.JK,2020Q3,28.47465259,0.310525747,26.32340339,1.658326121,-0.3669793,#VALUE!,1,0,0,0,1,0,0
LPGI.JK,2019Q3,28.41617088,0.317611814,26.30695613,6.71630289,0.857377604,#VALUE!,0,1,0,0,0,0,0
LPKR.JK,2020Q3,31.67074813,42.33241845,28.64918987,-4.345060112,-1.685102916,-4.128883308,1,0,0,0,1,0,0
LPKR.JK,2019Q3,31.6010247,75.35265099,28.69361271,16.55728659,-0.42227805,-1.035546762,0,1,0,0,0,0,0
LPLI.JK,2020Q3,27.89501789,19.49484656,23.69905047,4.010822855,-2.776137732,-3.603549735,1,0,0,0,1,0,0
LPLI.JK,2019Q3,28.05373265,17.76630078,23.6597257,-18.15102697,-1.797524864,-2.306025472,0,1,0,0,0,0,0
LRNA.JK,2020Q3,26.47734723,4.582637358,24.36418348,31.45300159,-2.66028927,-3.218107129,1,0,6,1,1,1,0
LRNA.JK,2019Q3,26.22609749,3.879562567,24.09070428,1.720545327,1.835076385,2.158870733,0,1,6,1,0,0,0
LTLS.JK,2020Q3,29.40945503,128.2554075,28.07819231,-19.20465342,0.533865934,1.060473328,1,0,0,1,1,1,0
LTLS.JK,2019Q3,29.47037782,140.188253,28.29144312,30.21943312,0.917598802,2.211628263,0,1,0,1,0,0,0
MAGP.JK,2020Q3,27.90887276,121.5454585,24.21697542,16.65711491,-1.812920854,-6.456455938,1,0,1,0,1,0,0
MAGP.JK,2019Q3,27.75910569,24.21420371,24.06290662,-46.98902286,-1.134147511,-2.871087351,0,1,1,0,0,0,0
MAIN.JK,2020Q3,29.192406,102.7575467,28.21733016,1.782052209,-0.569798997,-1.433257949,1,0,1,0,1,0,0
MAIN.JK,2019Q3,29.10106193,96.18830506,28.19966656,30.75671204,1.055876475,2.448817216,0,1,1,0,0,0,0
MAMI.JK,2020Q3,27.6241337,38.16268094,24.39304404,33.00838749,0.127134422,0.067265507,1,0,2,1,1,1,0
MAMI.JK,2019Q3,27.55293502,26.91787807,24.10780204,36.58008137,0.378179343,0.238397568,0,1,2,1,0,0,0
MAPB.JK,2020Q3,28.31599851,0.179171978,27.39494049,17.88967543,-1.276872153,-3.185036371,1,0,2,1,1,1,0
MAPB.JK,2019Q3,28.13265482,0.132818241,27.23036144,12.63697553,2.408747581,4.091318039,0,1,2,1,0,0,0
MAPI.JK,2020Q3,30.20125074,31.71838536,29.31621471,13.90555007,-1.163916827,-3.676627401,1,0,2,1,1,1,0
MAPI.JK,2019Q3,30.15205588,56.75144127,29.1860153,19.25917176,1.610529301,2.456740863,0,1,2,1,0,0,0
MARI.JK,2020Q3,26.57476687,27.30619429,24.44193002,-0.341633037,2.728191869,4.32954996,1,0,2,1,1,1,0
MARI.JK,2019Q3,26.48440549,24.38643683,24.4453522,23.01687976,2.387333007,4.681392033,0,1,2,1,0,0,0
MARK.JK,2020Q3,26.79370043,40.5130422,25.23862396,7.547774666,6.91448916,10.67632067,1,0,3,0,1,0,0
MARK.JK,2019Q3,26.43987584,26.46825122,25.16585898,18.04604479,4.839278758,7.651273652,0,1,3,0,0,0,0
MASA.JK,2020Q3,29.70015532,50.87870271,27.64614687,-4.27416394,-0.890140226,-1.94437977,1,0,2,1,1,1,0
MASA.JK,2019Q3,29.88747259,66.72329585,27.68982883,25.69115547,-0.567887419,-1.043947213,0,1,2,1,0,0,0
MAYA.JK,2020Q3,32.15519526,23.72435142,27.38803704,-4.756702512,0.073780379,#VALUE!,1,0,0,0,1,0,0
MAYA.JK,2019Q3,32.05173533,19.32899335,27.43677258,28.05134335,0.458451638,#VALUE!,0,1,0,0,0,0,0
MBAP.JK,2020Q3,28.63846771,7.271168013,27.60568309,9.417908724,0.825326452,1.087537255,1,0,5,1,1,1,0
MBAP.JK,2019Q3,28.58472451,0.121822928,27.5156787,-16.20551832,5.145853887,6.909357812,0,1,5,1,0,0,0
MBSS.JK,2020Q3,28.84110854,32.91239006,26.39036472,-0.282442934,-1.41214997,-2.053196927,1,0,5,1,1,1,0
MBSS.JK,2019Q3,28.94303864,33.41447984,26.39319314,21.13537541,-0.032793107,-0.110861413,0,1,5,1,0,0,0
MBTO.JK,2020Q3,27.12596643,66.93812329,25.71446416,40.46955713,-6.96986603,-22.30806715,1,0,1,0,1,0,0
MBTO.JK,2019Q3,27.2243634,48.16038718,25.37464355,-49.03254557,-1.727552264,-3.784159364,0,1,1,0,0,0,0
MCAS.JK,2020Q3,28.09515452,20.49358581,28.55859707,93.53458716,2.736819922,10.04051927,1,0,7,1,1,1,0
MCAS.JK,2019Q3,27.31224875,32.46846387,27.89831102,365.0965242,1.988762318,1.885421721,0,1,7,1,0,0,0
MDIA.JK,2020Q3,29.38400064,65.56655589,26.73901301,-27.56283463,4.752316765,13.03892277,1,0,2,1,1,1,0
MDIA.JK,2019Q3,29.38754847,59.96271887,27.0614637,10.76701289,0.182255243,0.429907998,0,1,2,1,0,0,0
MDKA.JK,2020Q3,30.2465257,61.64578505,28.26251879,24.55763398,1.682328478,3.554082565,1,0,0,1,1,1,0
MDKA.JK,2019Q3,29.96909755,51.76279711,28.04292045,123.60516,2.676193046,5.443889091,0,1,0,1,0,0,0
MDKI.JK,2020Q3,27.55556454,1.951788387,25.36772404,-0.073018649,1.782074066,1.981416004,1,0,0,1,1,1,0
MDKI.JK,2019Q3,27.46663574,1.066497449,25.36845449,5.514836329,1.818117266,2.058890225,0,1,0,1,0,0,0
MDLN.JK,2020Q3,30.37643195,81.7725511,26.36035605,-64.18214375,-1.139308722,-2.70912984,1,0,0,0,1,0,0
MDLN.JK,2019Q3,30.34639642,71.81719884,27.38707969,71.89311536,-0.856232838,-1.892114735,0,1,0,0,0,0,0
MEDC.JK,2020Q3,32.11404611,277.4583347,29.11733099,7.76760991,-0.464212092,-3.262791215,1,0,5,1,1,1,0
MEDC.JK,2019Q3,31.92329472,204.8860405,29.04252403,58.89238188,-0.06157832,-0.479993923,0,1,5,1,0,0,0
META.JK,2020Q3,29.1061601,39.72469806,25.97202485,-22.89014888,-0.039150329,-0.142392616,1,0,4,1,1,1,0
META.JK,2019Q3,28.88618325,46.78923588,26.23196399,38.24876626,1.352806541,1.739959319,0,1,4,1,0,0,0
MFIN.JK,2020Q3,29.12427998,89.19046042,26.81974109,20.91174558,1.237006075,2.293646503,1,0,0,0,1,0,0
MFIN.JK,2019Q3,28.89640694,72.46245867,26.62985037,4.302396875,2.290066674,4.574962809,0,1,0,0,0,0,0
MFMI.JK,2020Q3,26.39107934,3.239991091,24.31869714,20.70264751,2.055976884,5.225983758,1,0,3,0,1,0,0
MFMI.JK,2019Q3,26.29893159,3.168764111,24.13053726,5.978483229,3.802514565,4.827097105,0,1,3,0,0,0,0
MICE.JK,2020Q3,27.64555013,39.2270661,25.94635227,11.3475093,-0.138389699,0.008780359,1,0,2,1,1,1,0
MICE.JK,2019Q3,27.51612292,24.95838019,25.83886643,13.23247073,1.435482171,2.298439183,0,1,2,1,0,0,0
MIDI.JK,2020Q3,29.21960305,181.0875919,28.68398415,5.812284444,0.608651125,2.678019199,1,0,1,0,1,0,0
MIDI.JK,2019Q3,29.26847976,258.5643301,28.62748772,14.52133005,1.036056268,4.568195323,0,1,1,0,0,0,0
MINA.JK,2020Q3,25.95868398,0.517232538,22.05389273,0.380565963,-1.564263585,-1.598281519,1,0,2,1,1,1,0
MINA.JK,2019Q3,25.55054618,0.092778084,22.0500943,9.43394658,1.716814251,1.790908983,0,1,2,1,0,0,0
MIRA.JK,2020Q3,26.63713527,31.85775486,24.26110862,-2.159138598,-1.532045316,-2.297890717,1,0,6,1,1,1,0
MIRA.JK,2019Q3,26.58740409,38.47323699,24.28293651,5.193743108,0.582773798,0.878265312,0,1,6,1,0,0,0
MKNT.JK,2020Q3,27.3389329,681.6840151,27.6157351,-27.73124088,-0.654091897,-5.883288157,1,0,2,1,1,1,0
MKNT.JK,2019Q3,27.72809994,333.1906184,27.94051335,-24.34203502,-6.900291603,-30.15186989,0,1,2,1,0,0,0
MKPI.JK,2020Q3,29.58265742,11.56023977,26.87009639,2.452001774,1.129125482,1.544617536,1,0,0,0,1,0,0
MKPI.JK,2019Q3,29.54136819,13.30641349,26.84587216,-24.80540274,2.332471971,3.113822369,0,1,0,0,0,0,0
MLBI.JK,2020Q3,28.69237139,81.6794296,27.5327322,-2.244398979,2.740594771,7.185041138,1,0,1,0,1,0,0
MLBI.JK,2019Q3,28.59022113,56.1238929,27.55543189,12.36054862,9.567420643,41.29154715,0,1,1,0,0,0,0
MLIA.JK,2020Q3,29.31672674,68.30353249,27.63043805,-31.23172108,1.009427617,2.298743827,1,0,3,0,1,0,0
MLIA.JK,2019Q3,29.25188091,78.14403099,28.00486566,-9.985530569,0.00551715,0.012558267,0,1,3,0,0,0,0
MLPL.JK,2020Q3,30.43505594,90.3525069,28.89608526,-8.476203121,0.198723107,2.143436145,1,0,3,0,1,0,0
MLPL.JK,2019Q3,30.53885928,87.95167876,28.98465643,-17.11506685,0.102075994,1.019866875,0,1,3,0,0,0,0
MMLP.JK,2020Q3,29.48066342,16.95083794,25.11946318,19.40040992,0.54511223,0.610615856,1,0,0,0,1,0,0
MMLP.JK,2019Q3,29.37976367,13.84034276,24.94215073,53.76428184,0.710594448,0.853382937,0,1,0,0,0,0,0
MNCN.JK,2020Q3,30.47314109,45.18551826,28.49205915,13.34008566,3.67548235,5.311046109,1,0,2,1,1,1,0
MNCN.JK,2019Q3,30.40914375,47.54962202,28.36683643,3.535678977,3.778728105,5.880000116,0,1,2,1,0,0,0
MPMX.JK,2020Q3,29.92034608,4.175963387,29.12475498,8.121386855,0.935343854,1.278874784,1,0,2,1,1,1,0
MPMX.JK,2019Q3,30.16026828,1.432528991,29.04667062,6.934894278,1.586812947,2.127667807,0,1,2,1,0,0,0
MPOW.JK,2020Q3,26.42244586,90.90524684,23.2273446,-20.40019056,-1.09109205,-2.057362724,1,0,4,1,1,1,0
MPOW.JK,2019Q3,26.4946221,123.6812395,23.45550309,-11.33006782,0.583564802,1.151364202,0,1,4,1,0,0,0
MPPA.JK,2020Q3,29.10368765,141.3056061,28.60550792,-10.531089,-2.321060621,-32.09595626,1,0,1,0,1,0,0
MPPA.JK,2019Q3,29.29964242,180.1929601,28.71678691,-18.08446377,-1.577465364,-7.422901571,0,1,1,0,0,0,0
MRAT.JK,2020Q3,26.96093953,14.95431994,25.04251006,-3.656990531,0.038899104,0.055650881,1,0,1,0,1,0,0
MRAT.JK,2019Q3,26.95246171,14.55122007,25.07976541,24.23292574,0.934206173,1.300611873,0,1,1,0,0,0,0
MREI.JK,2020Q3,28.92608188,0.20312464,26.7194502,64.69837416,0.537267101,#VALUE!,1,0,0,0,1,0,0
MREI.JK,2019Q3,28.72605096,0.13230529,26.22050462,19.39843885,0.752588095,#VALUE!,0,1,0,0,0,0,0
MSKY.JK,2020Q3,29.15846559,73.12401227,27.133569,-7.183644437,-1.152034888,-1.798164061,1,0,2,1,1,1,0
MSKY.JK,2019Q3,29.20413171,112.8357838,27.20811632,1.753195217,-0.792924738,-1.843301861,0,1,2,1,0,0,0
MTDL.JK,2020Q3,29.36475503,3.357083558,29.03294667,11.45300627,3.094060606,5.006568234,1,0,7,1,1,1,0
MTDL.JK,2019Q3,29.19375414,16.85159534,28.92451382,20.65177496,2.922709584,5.452699577,0,1,7,1,0,0,0
MTLA.JK,2020Q3,29.31281732,29.40674457,25.97906966,-45.69650026,1.95844581,2.822991224,1,0,0,0,1,0,0
MTLA.JK,2019Q3,29.22616907,36.40625489,26.58965117,43.5852814,0.735309837,1.287188894,0,1,0,0,0,0,0
MTRA.JK,2020Q3,26.2519008,54.67742802,24.68742189,17.91810511,0.177239738,0.552532097,1,0,4,1,1,1,0
MTRA.JK,2019Q3,26.31581885,64.44551777,24.52260172,-13.08087784,0.683680629,1.265303361,0,1,4,1,0,0,0
MYOH.JK,2020Q3,28.43938168,8.743624259,27.5957505,2.220171012,1.49581158,1.917078137,1,0,5,1,1,1,0
MYOH.JK,2019Q3,28.38462995,9.76657209,27.57379166,49.231758,4.921486411,6.666663055,0,1,5,1,0,0,0
MYOR.JK,2020Q3,30.53233954,67.09897521,29.40611282,-9.676815371,3.358153944,5.842939757,1,0,1,0,1,0,0
MYOR.JK,2019Q3,30.5223935,91.75289991,29.50788882,33.09917538,1.645956012,3.215366218,0,1,1,0,0,0,0
MYRX.JK,2020Q3,30.04326406,30.80306581,26.44901949,744.0947031,0.197210257,0.100245563,1,0,0,0,1,0,0
MYRX.JK,2019Q3,29.7783163,25.41630452,24.31592498,-65.26985396,0.706839857,1.277968128,0,1,0,0,0,0,0
NELY.JK,2020Q3,26.96098199,11.04511593,24.83589069,5.275465022,2.071811161,2.40709315,1,0,6,1,1,1,0
NELY.JK,2019Q3,26.82798065,0.541194719,24.78448049,35.92309371,2.042797226,2.400828819,0,1,6,1,0,0,0
NIKL.JK,2020Q3,28.26643016,139.0710795,27.081941,-7.005153772,-1.02855554,-2.973280531,1,0,0,1,1,1,0
NIKL.JK,2019Q3,28.26570016,152.8190596,27.15456711,22.63439032,-0.452227588,-1.263823694,0,1,0,1,0,0,0
NIPS.JK,2020Q3,28.19163132,68.45696652,26.19440347,-15.10160228,0.508923507,1.085403987,1,0,2,1,1,1,0
NIPS.JK,2019Q3,28.07513138,98.94102689,26.35811843,3.253897284,1.121833023,2.323990005,0,1,2,1,0,0,0
NIRO.JK,2020Q3,29.69807655,41.0953751,25.56698849,5.977944272,-1.882312988,-1.368009764,1,0,0,0,1,0,0
NIRO.JK,2019Q3,29.25659469,49.09575338,25.50892768,12.05839023,-0.166720725,-0.197878234,0,1,0,0,0,0,0
NISP.JK,2020Q3,32.79780722,17.49578068,28.34339674,0.567248828,0.201831071,#VALUE!,1,0,0,0,1,0,0
NISP.JK,2019Q3,32.73085547,31.35725145,28.33774028,5.571027304,0.387012878,#VALUE!,0,1,0,0,0,0,0
NOBU.JK,2020Q3,30.11507465,27.9286613,25.51596898,-5.874871251,0.124335351,#VALUE!,1,0,0,0,1,0,0
NOBU.JK,2019Q3,29.98321214,19.39059079,25.57651411,48.66423061,0.072621018,#VALUE!,0,1,0,0,0,0,0
OMRE.JK,2020Q3,29.0734544,2.104729589,24.2763744,12.54181108,-1.713720901,-1.953654238,1,0,0,0,1,0,0
OMRE.JK,2019Q3,29.06877613,1.937691307,24.15821978,-19.36732592,-0.58923144,-0.646275002,0,1,0,0,0,0,0
PALM.JK,2020Q3,28.46372446,11.55309856,24.60299455,-67.38215326,0.276033472,0.303335258,1,0,1,0,1,0,0
PALM.JK,2019Q3,28.52050165,29.01858372,25.72330515,-18.09014165,-1.00501918,-1.21481567,0,1,1,0,0,0,0
PANR.JK,2020Q3,28.3148553,98.61049782,27.28632271,-2.966791987,-2.608981401,-6.192662939,1,0,2,1,1,1,0
PANR.JK,2019Q3,28.56991406,125.6383486,27.31643962,16.76896244,1.207235138,1.231463063,0,1,2,1,0,0,0
PANS.JK,2020Q3,28.41365437,32.85998552,24.59282899,-50.1708192,0.998309129,1.578206914,1,0,0,0,1,0,0
PANS.JK,2019Q3,28.50104694,22.97699884,25.28939841,13.31126543,-0.819342647,-1.327703077,0,1,0,0,0,0,0
PBRX.JK,2020Q3,29.78559804,107.8182698,28.70881638,5.953354188,0.9114842,3.130529487,1,0,2,1,1,1,0
PBRX.JK,2019Q3,29.82755945,119.2590075,28.65098762,26.54037627,1.320673189,2.834658288,0,1,2,1,0,0,0
PCAR.JK,2020Q3,25.44770117,5.787867648,23.49366318,-63.50440554,-6.29035304,-9.248497192,1,0,1,0,1,0,0
PCAR.JK,2019Q3,25.57714273,5.816359686,24.50164181,40.40293291,-3.064785806,-3.992045756,0,1,1,0,0,0,0
PDES.JK,2020Q3,26.86077618,63.75285298,25.42773044,-15.41710385,-7.526807714,-17.98324953,1,0,2,1,1,1,0
PDES.JK,2019Q3,26.88723463,60.73742187,25.59516856,9.433371983,1.295815158,2.812030619,0,1,2,1,0,0,0
PGAS.JK,2020Q3,32.27441506,105.7425124,30.30576981,0.193382513,0.749759572,1.845005596,1,0,5,1,1,1,0
PGAS.JK,2019Q3,32.22860288,74.88964029,30.30383785,42.67646655,1.286879157,2.934004183,0,1,5,1,0,0,0
PGLI.JK,2020Q3,25.19176106,2.41683913,22.38446869,-7.726859815,-1.924785018,-2.810232635,1,0,2,1,1,1,0
PGLI.JK,2019Q3,25.17779071,4.354321365,22.46488578,-9.960752166,-0.240104962,-0.00621992,0,1,2,1,0,0,0
PICO.JK,2020Q3,27.47020849,135.7266479,26.05528354,0.499245221,0.180185384,0.667271339,1,0,0,1,1,1,0
PICO.JK,2019Q3,27.31593474,122.2903802,26.05030351,1.282044854,0.610524117,1.721866922,0,1,0,1,0,0,0
PJAA.JK,2020Q3,29.02771273,47.91716147,26.55589756,8.695685372,-3.150405314,-6.63326121,1,0,2,1,1,1,0
PJAA.JK,2019Q3,29.06719531,69.92880342,26.47251565,2.522098749,1.46328099,3.069398595,0,1,2,1,0,0,0
PLAS.JK,2020Q3,25.97391584,14.42385743,22.39268645,-82.62475636,0.000478099,-0.000020217,1,0,0,0,1,0,0
PLAS.JK,2019Q3,26.60898163,37.83689644,24.14281023,-443.2962304,-18.68461366,-24.82959334,0,1,0,0,0,0,0
PLIN.JK,2020Q3,29.17319793,3.283549153,26.55776429,26.05939046,0.735303487,0.805286725,1,0,0,0,1,0,0
PLIN.JK,2019Q3,29.23296954,313.6216818,26.32618133,-29.51991635,3.426708514,9.89860522,0,1,0,0,0,0,0
PNBN.JK,2020Q3,32.99077152,56.42293059,28.67138157,-6.185690372,0.464064752,#VALUE!,1,0,0,0,1,0,0
PNBN.JK,2019Q3,32.95034906,60.97248436,28.73523436,16.69814101,0.394125181,#VALUE!,0,1,0,0,0,0,0
PNBS.JK,2020Q3,29.88478509,0.001673452,24.80973258,-18.26688055,-0.0124755,#VALUE!,1,0,0,0,1,0,0
PNBS.JK,2019Q3,29.72668671,0.011734973,25.01144347,-15.30740663,0.033313581,#VALUE!,0,1,0,0,0,0,0
PORT.JK,2020Q3,28.48758024,68.99495464,26.35115167,-9.102348139,-1.977354237,-2.920794709,1,0,4,1,1,1,0
PORT.JK,2019Q3,28.39106197,89.93703976,26.44658769,-16.67780114,-0.184225975,0.546867127,0,1,4,1,0,0,0
POWR.JK,2020Q3,30.56033082,82.35872462,28.39947034,-1.903086604,0.924479275,1.810819471,1,0,4,1,1,1,0
POWR.JK,2019Q3,30.60013568,83.21834251,28.41868462,16.49133022,1.7865359,3.609526095,0,1,4,1,0,0,0
PPRO.JK,2020Q3,30.53212107,129.5530723,26.93301417,-22.20786768,0.15580099,0.608009083,1,0,0,0,1,0,0
PPRO.JK,2019Q3,30.37322665,104.9778699,27.18414406,-13.8794781,0.323363609,0.969371794,0,1,0,0,0,0,0
PRAS.JK,2020Q3,28.14598032,126.8414887,24.90111073,-62.31632477,-1.229265925,-3.785004026,1,0,2,1,1,1,0
