Firm,Period,SIZE,LEV,REV,GROWTH,ROA,ROE,FE_2020Q4,FE_2019Q4,FE_Sector,Treat,After,DiD,Delete
CPRO.JK,2019Q4,29.58238522,438.3657011,28.32518328,24.60577385,-5.25563636,-65.69197414,0,1,1,0,0,0,0
CSAP.JK,2020Q4,29.51575273,96.20976938,28.8343795,11.07858889,-0.090124077,-0.008182168,1,0,2,0,1,0,0
CSAP.JK,2019Q4,29.38633918,83.24523234,28.72931173,11.74812392,0.306355002,1.091433283,0,1,2,0,0,0,0
CTRA.JK,2020Q4,31.21997039,59.76811167,28.71378989,-0.907052079,2.877047572,7.24573695,1,0,9,0,1,0,0
CTRA.JK,2019Q4,31.16584621,58.82205328,28.7229018,42.27533743,2.289841749,4.990407101,0,1,9,0,0,0,0
CTTH.JK,2020Q4,27.34142022,93.11992614,23.98203951,-65.14838852,-0.98802749,-2.705614825,1,0,4,1,1,1,0
CTTH.JK,2019Q4,27.27810534,83.10315576,25.03611032,36.48166619,-1.448375497,-3.380470999,0,1,4,1,0,0,0
DART.JK,2020Q4,29.55977803,96.0505501,25.49775217,5.15294684,-1.596633094,-3.585968598,1,0,9,0,1,0,0
DART.JK,2019Q4,29.56330838,82.3063263,25.44750643,2.476137017,-3.242159505,-6.602568283,0,1,9,0,0,0,0
DEWA.JK,2020Q4,29.6246414,53.13345937,28.06118242,41.65801737,0.02833234,0.06248913,1,0,7,1,1,1,0
DEWA.JK,2019Q4,29.36651893,8.80705925,27.71293678,37.05783777,0.547247945,1.202136719,0,1,7,1,0,0,0
DGIK.JK,2020Q4,28.11667048,32.22148726,26.40494339,34.21674368,-0.902553228,-1.618605264,1,0,5,1,1,1,0
DGIK.JK,2019Q4,28.12604565,23.45155938,26.11065759,-52.34423584,0.877343114,2.236619437,0,1,5,1,0,0,0
DILD.JK,2020Q4,30.32412662,80.04836397,27.50552454,562.2301371,0.251772657,0.722400651,1,0,9,0,1,0,0
DILD.JK,2019Q4,30.28535651,85.79231826,25.61508159,-72.00207058,2.401685622,4.032090443,0,1,9,0,0,0,0
DKFT.JK,2020Q4,28.60653232,98.2465873,25.18480589,-58.03417353,-0.956539796,-0.706779117,1,0,6,1,1,1,0
DKFT.JK,2019Q4,28.5452053,98.30473642,26.05312044,16.3177181,-1.456575706,-2.705615548,0,1,6,1,0,0,0
DNET.JK,2020Q4,30.35143461,61.3646614,24.91344234,93.60297372,0.248226533,0.425040156,1,0,3,0,1,0,0
DNET.JK,2019Q4,30.05391958,28.77474368,24.25280299,100.3994035,0.405322714,0.677138506,0,1,3,0,0,0,0
DOID.JK,2020Q4,30.43927287,231.975537,28.91700801,-4.034667411,0.387716258,1.487911572,1,0,7,1,1,1,0
DOID.JK,2019Q4,30.46329209,308.1552639,28.95819119,41.47215022,2.049170442,8.617809321,0,1,7,1,0,0,0
DPUM.JK,2020Q4,28.36884882,42.14385277,25.63605911,-67.78699792,-1.630584255,-2.811793787,1,0,1,0,1,0,0
DPUM.JK,2019Q4,28.40360902,42.63746721,26.76885914,23.55229143,-1.305612902,-1.963417693,0,1,1,0,0,0,0
DSFI.JK,2020Q4,26.64807546,54.03542276,25.02217219,-44.92206952,0.007689359,0.015142491,1,0,1,0,1,0,0
DSFI.JK,2019Q4,26.65509397,72.1330289,25.61859327,-18.01157515,-0.277116191,-0.569507914,0,1,1,0,0,0,0
DSNG.JK,2020Q4,30.08381952,175.9245679,28.20123483,24.22510539,2.449193585,6.335423373,1,0,1,0,1,0,0
DSNG.JK,2019Q4,30.09392855,182.3985793,27.98430973,8.177135689,1.015320496,3.25673117,0,1,1,0,0,0,0
DSSA.JK,2020Q4,31.58934413,87.0884905,29.26017912,-41.1795551,0.117389815,0.278164352,1,0,7,1,1,1,0
DSSA.JK,2019Q4,31.5381342,70.80353959,29.79085981,106.4671993,-0.126032741,-0.585383783,0,1,7,1,0,0,0
DUTI.JK,2020Q4,30.25483626,4.237340329,27.42326064,40.97120909,1.46398115,2.18932961,1,0,9,0,1,0,0
DUTI.JK,2019Q4,30.16811657,4.876432668,27.07987515,11.66083362,3.787663971,5.187221928,0,1,9,0,0,0,0
DVLA.JK,2020Q4,28.23531561,4.918652975,26.71466431,-13.45216467,0.758871381,1.102475113,1,0,11,1,1,1,0
DVLA.JK,2019Q4,28.15149311,3.361902702,26.85913722,28.17052436,2.399515778,3.401908049,0,1,11,1,0,0,0
DYAN.JK,2020Q4,27.82579926,17.16839302,26.5601898,-5.187080753,-9.496849335,-14.56642269,1,0,4,1,1,1,0
DYAN.JK,2019Q4,27.83797512,23.45012168,26.61345431,38.10514584,0.869349684,1.277659764,0,1,4,1,0,0,0
ECII.JK,2020Q4,28.29689431,0.282742732,26.91927971,3.845973285,0.243373499,0.323574638,1,0,2,0,1,0,0
ECII.JK,2019Q4,28.28190151,0.235022508,26.88154113,8.915637615,0.709661583,0.788897731,0,1,2,0,0,0,0
EKAD.JK,2020Q4,27.59873999,3.431490613,25.90702611,-2.164639939,2.089449922,2.355641436,1,0,6,1,1,1,0
EKAD.JK,2019Q4,27.47233888,5.655736785,25.92891023,12.69327965,0.231977107,0.331418991,0,1,6,1,0,0,0
ELSA.JK,2020Q4,29.54868419,31.52525931,28.53446893,24.26062076,0.818638158,1.673003925,1,0,7,1,1,1,0
ELSA.JK,2019Q4,29.36397264,24.90272079,28.31725798,19.83190458,1.821298323,3.363600847,0,1,7,1,0,0,0
ELTY.JK,2020Q4,30.24147082,20.10770818,26.18423176,-9.330173809,-1.517783956,-2.315216762,1,0,9,0,1,0,0
ELTY.JK,2019Q4,30.27223209,19.06443699,26.28217732,-7.118736693,-0.543574021,-0.77211066,0,1,9,0,0,0,0
EMDE.JK,2020Q4,28.39417626,119.8606982,24.0177966,-16.42617593,-0.995260171,-2.98172723,1,0,9,0,1,0,0
EMDE.JK,2019Q4,28.35462751,113.6620891,24.19723642,-50.56966115,0.004013904,0.006188284,0,1,9,0,0,0,0
EMTK.JK,2020Q4,30.49554147,22.25077909,28.72430639,24.09949452,17.90301187,31.62071834,1,0,4,1,1,1,0
EMTK.JK,2019Q4,30.6027379,5.885220837,28.50839295,61.80889919,9.482032895,20.18164147,0,1,4,1,0,0,0
ENRG.JK,2020Q4,29.99875275,103.866641,27.70181118,11.84774346,1.708388881,5.501243793,1,0,7,1,1,1,0
ENRG.JK,2019Q4,30.21778294,169.7897002,27.58984285,-4.615529779,-2.111285121,-6.989722801,0,1,7,1,0,0,0
ERAA.JK,2020Q4,29.9080528,56.10169846,29.86449839,-0.835166493,3.251733696,6.021065314,1,0,2,0,1,0,0
ERAA.JK,2019Q4,30.17127595,91.35926838,29.87288512,24.21866635,1.528387708,2.720029053,0,1,2,0,0,0,0
ERTX.JK,2020Q4,27.61191579,139.3041131,26.36124029,50.90615599,-1.007271298,-3.62917915,1,0,2,0,1,0,0
ERTX.JK,2019Q4,27.54727898,135.6367413,25.94975231,-11.87059077,0.060707162,0.20903774,0,1,2,0,0,0,0
ESSA.JK,2020Q4,30.15088752,266.0138874,27.3336338,-29.69875529,-0.961703299,-2.506525231,1,0,6,1,1,1,0
ESSA.JK,2019Q4,30.2044369,297.2199501,27.68601448,606.693485,-0.435961484,-0.989363914,0,1,6,1,0,0,0
ESTI.JK,2020Q4,27.46642353,195.8354172,25.29243919,-10.32711966,-0.14217214,-0.609125384,1,0,2,0,1,0,0
ESTI.JK,2019Q4,27.51633781,149.2521478,25.40144099,-11.02723751,-3.469819114,-14.81986583,0,1,2,0,0,0,0
EXCL.JK,2020Q4,31.76978507,140.8285581,29.48920888,6.044818576,-2.502426317,-8.515325439,1,0,5,1,1,1,0
EXCL.JK,2019Q4,31.68478591,125.7740541,29.43051725,1.242771513,0.34629305,1.126573121,0,1,5,1,0,0,0
FAST.JK,2020Q4,28.81054369,12.99268247,28.24095791,12.67778113,-4.408888187,-10.07247444,1,0,2,0,1,0,0
FAST.JK,2019Q4,28.71633971,14.67301607,28.12159584,16.61275876,3.353675404,6.831680641,0,1,2,0,0,0,0
FASW.JK,2020Q4,30.00611224,90.53036029,28.27375884,-23.54639263,1.095315868,2.75682754,1,0,6,1,1,1,0
FASW.JK,2019Q4,30.02574032,98.2141076,28.54224491,2.607564037,1.495448225,3.53483074,0,1,6,1,0,0,0
FIRE.JK,2020Q4,27.02084843,40.69848238,26.10453186,-25.80702952,-0.56753847,-0.823859159,1,0,7,1,1,1,0
FIRE.JK,2019Q4,27.07456878,49.26139794,26.40303264,226.6594252,-0.506332082,-0.828469441,0,1,7,1,0,0,0
FISH.JK,2020Q4,29.2091891,94.17078099,28.87680142,-12.14486146,1.085801804,3.773040297,1,0,1,0,1,0,0
FISH.JK,2019Q4,29.39768376,76.27144919,29.0062823,17.52547782,0.788994737,3.20369306,0,1,1,0,0,0,0
FMII.JK,2020Q4,27.59204133,28.45035482,22.46702801,-59.2307194,0.618137086,0.865036607,1,0,9,0,1,0,0
FMII.JK,2019Q4,27.57366423,33.65570014,23.36426932,6.585653272,-0.988152946,-1.435814434,0,1,9,0,0,0,0
FREN.JK,2020Q4,30.95066356,66.51997871,28.32902466,30.45477612,0.612983017,1.955327158,1,0,5,1,1,1,0
FREN.JK,2019Q4,30.85840445,66.03829955,28.06316822,14.14918981,-2.017260102,-4.403383017,0,1,5,1,0,0,0
GAMA.JK,2020Q4,27.96380232,21.46863318,22.93614952,-67.08211234,-0.308920631,-0.397100543,1,0,9,0,1,0,0
GAMA.JK,2019Q4,27.94562541,21.30839252,24.0473035,68.81082076,0.003500555,0.002141236,0,1,9,0,0,0,0
GDYR.JK,2020Q4,28.14420321,40.15472864,26.93979406,-6.548717324,-2.330119037,-6.006301372,1,0,2,0,1,0,0
GDYR.JK,2019Q4,28.22516816,21.94550375,27.00752399,-8.489200028,0.786033721,1.849076437,0,1,2,0,0,0,0
GEMA.JK,2020Q4,27.58975682,74.54530856,26.5626046,17.36821129,0.230715063,0.489218264,1,0,2,0,1,0,0
GEMA.JK,2019Q4,27.64049303,63.75833017,26.40245869,21.65905458,0.934311833,1.91492855,0,1,2,0,0,0,0
GEMS.JK,2020Q4,30.01383679,38.24824608,29.22666269,23.40484045,3.87306151,8.398574905,1,0,7,1,1,1,0
GEMS.JK,2019Q4,29.94133083,38.40655659,29.01636254,-2.168911778,2.611667178,5.739474685,0,1,7,1,0,0,0
GGRM.JK,2020Q4,31.99599408,34.18980099,30.99149327,11.55952366,2.579287556,3.476095817,1,0,1,0,1,0,0
GGRM.JK,2019Q4,31.8665356,38.38002254,30.88210516,18.52607919,4.830031546,7.400341537,0,1,1,0,0,0,0
GJTL.JK,2020Q4,30.56785626,108.4854444,29.01822132,-2.597797541,2.368867473,6.507508054,1,0,2,0,1,0,0
GJTL.JK,2019Q4,30.61222222,129.2042826,29.04454268,23.03507501,0.68041178,2.120523696,0,1,2,0,0,0,0
GMFI.JK,2020Q4,30.02656941,92.27293995,28.20822693,15.78204884,-10.76151612,-48.27334635,1,0,5,1,1,1,0
GMFI.JK,2019Q4,29.82226751,56.32584009,28.06168758,22.67356395,0.541003625,1.258562894,0,1,5,1,0,0,0
GMTD.JK,2020Q4,27.73314271,10.14243839,24.87569498,3.287522618,-11.178587,-18.12252703,1,0,9,0,1,0,0
GMTD.JK,2019Q4,27.85645177,9.161448343,24.84334859,17.03044297,0.309798307,0.503843634,0,1,9,0,0,0,0
GOLL.JK,2020Q4,28.56502589,228.6515377,24.28786158,-23.63140982,-0.801835941,-3.123538643,1,0,1,0,1,0,0
GOLL.JK,2019Q4,28.5244408,187.2232172,24.55746028,46.71518729,-1.832294579,-5.173635581,0,1,1,0,0,0,0
GPRA.JK,2020Q4,28.18912991,35.95849657,25.49611969,13.48010986,0.923181376,1.107476546,1,0,9,0,1,0,0
GPRA.JK,2019Q4,28.06201488,30.29814512,25.3696623,44.84527817,1.087854811,1.170974501,0,1,9,0,0,0,0
GSMF.JK,2020Q4,29.25961443,35.06158059,26.40768671,4.799561198,0.640291485,#VALUE!,1,0,3,0,1,0,0
GSMF.JK,2019Q4,29.20316247,39.48320141,26.36080731,6.227227243,0.32959832,#VALUE!,0,1,3,0,0,0,0
GWSA.JK,2020Q4,29.6532133,6.18646472,23.8254047,11.05613907,0.218429978,0.263298462,1,0,9,0,1,0,0
GWSA.JK,2019Q4,29.63191873,5.824497349,23.72053905,1.624503,0.468546273,0.510444466,0,1,9,0,0,0,0
GZCO.JK,2020Q4,28.09819011,145.111278,25.06239802,-40.96864385,-0.590641351,-1.465539629,1,0,1,0,1,0,0
GZCO.JK,2019Q4,28.80003906,106.9900201,25.58949944,-22.67131243,-8.79433461,-29.50482076,0,1,1,0,0,0,0
HDTX.JK,2020Q4,26.83688227,122.2078899,21.01897932,-98.7764471,1.63543349,12.4838328,1,0,2,0,1,0,0
HDTX.JK,2019Q4,28.99115292,13216.72229,25.42239067,-69.12230629,-2.039512895,-7.473850765,0,1,2,0,0,0,0
HEAL.JK,2020Q4,29.19521561,60.24227032,27.52519494,16.39787798,3.957993189,6.90002058,1,0,11,1,1,1,0
HEAL.JK,2019Q4,29.00477644,39.73722739,27.37335082,13.3319158,2.188133421,4.289305662,0,1,11,1,0,0,0
HEXA.JK,2020Q4,29.11804302,5.421734438,28.2845483,20.46812924,1.390928019,2.031484348,1,0,4,1,1,1,0
HEXA.JK,2019Q4,29.19908145,10.03957804,28.09833326,35.11813988,4.326707439,8.309597786,0,1,4,1,0,0,0
HITS.JK,2020Q4,28.72172878,159.7647725,26.41946587,-13.88642258,-0.169772584,-2.017055133,1,0,7,1,1,1,0
HITS.JK,2019Q4,28.68302373,168.732528,26.56896897,57.92861431,1.327083005,4.878767722,0,1,7,1,0,0,0
HMSP.JK,2020Q4,31.56093917,1.169319387,30.98260449,-2.256834864,3.538692804,5.672668747,1,0,1,0,1,0,0
HMSP.JK,2019Q4,31.47267359,0.325412005,31.00543141,8.9913862,7.053185118,10.41648644,0,1,1,0,0,0,0
HOKI.JK,2020Q4,27.45261471,32.76311825,26.62690703,23.92787895,0.536144939,0.702861082,1,0,1,0,1,0,0
HOKI.JK,2019Q4,27.31918241,28.24874521,26.41237744,48.2405418,2.360505322,3.255314113,0,1,1,0,0,0,0
HOME.JK,2020Q4,28.45915164,0.001846297,22.59906182,-34.30690607,-0.085306317,-0.098875493,1,0,2,0,1,0,0
HOME.JK,2019Q4,26.39092672,26.46995575,23.0192382,-48.64832861,-0.56243201,-0.616009,0,1,2,0,0,0,0
HOTL.JK,2020Q4,27.91326002,0.333725268,24.07497551,-7.615799388,-1.219673359,-4.749964647,1,0,2,0,1,0,0
HOTL.JK,2019Q4,27.75272656,113.9213947,24.15418972,60.01339439,0.02641413,0.091047765,0,1,2,0,0,0,0
IATA.JK,2020Q4,27.53964939,29.60010314,24.7349089,-34.80885278,-0.043958323,-0.100731489,1,0,8,1,1,1,0
IATA.JK,2019Q4,27.67407841,33.02320701,25.16275541,61.72272562,-2.022120103,-3.635064607,0,1,8,1,0,0,0
IBFN.JK,2020Q4,28.12826401,259.6030055,25.39221933,2420.111186,-1.791118756,-10.88418128,1,0,3,0,1,0,0
IBFN.JK,2019Q4,28.28904037,311.6623198,22.16533121,-104.3426666,0.495483282,2.037983276,0,1,3,0,0,0,0
IBST.JK,2020Q4,29.81628905,44.0640196,26.56917737,49.27184633,-0.182150432,-0.306606066,1,0,5,1,1,1,0
IBST.JK,2019Q4,29.67556075,39.13477335,26.16857845,13.9506117,0.478320319,0.711920276,0,1,5,1,0,0,0
ICBP.JK,2020Q4,31.26266325,11.01910051,29.99754158,6.400529476,1.033387853,2.099419804,1,0,1,0,1,0,0
ICBP.JK,2019Q4,31.15208127,10.58911856,29.93550121,11.69835217,3.703394121,5.609428555,0,1,1,0,0,0,0
ICON.JK,2020Q4,26.68146133,4.284332614,24.94758863,-12.40786729,0.414788176,0.445162039,1,0,4,1,1,1,0
ICON.JK,2019Q4,26.81969052,14.08557538,25.08006763,318.7489532,4.031919435,6.784812399,0,1,4,1,0,0,0
IDPR.JK,2020Q4,28.31460178,38.10026134,26.30166841,-8.201662167,-4.778958223,-7.72510334,1,0,5,1,1,1,0
IDPR.JK,2019Q4,28.26853974,31.37921349,26.38724441,-3.332281115,0.583854281,0.865500535,0,1,5,1,0,0,0
IMAS.JK,2020Q4,31.40660228,350.6466135,29.27048193,13.67130867,-0.300723465,-1.521174576,1,0,2,0,1,0,0
IMAS.JK,2019Q4,31.25978996,283.6230822,29.14234109,17.2981206,-0.330340739,-1.589339601,0,1,2,0,0,0,0
IMPC.JK,2020Q4,28.54776489,62.81587032,26.8400885,3.280717094,1.403002378,3.045193455,1,0,4,1,1,1,0
IMPC.JK,2019Q4,28.49399496,64.58539678,26.80780799,13.62598278,1.923995096,4.151778858,0,1,4,1,0,0,0
INAF.JK,2020Q4,27.95595215,95.7186489,27.37695142,-9.155377295,1.180360463,4.126940796,1,0,11,1,1,1,0
INAF.JK,2019Q4,27.99729527,112.4225277,27.472971,-0.136185027,3.159251675,8.855187509,0,1,11,1,0,0,0
INAI.JK,2020Q4,27.88066219,192.8142649,26.56610907,21.39579406,-0.078645293,-0.332292616,1,0,6,1,1,1,0
INAI.JK,2019Q4,27.95576589,255.9419935,26.37222302,31.34613936,0.226861258,0.93713149,0,1,6,1,0,0,0
INCF.JK,2020Q4,27.02714285,197.670299,25.50630385,-42.51871851,1.156257944,3.783423194,1,0,6,1,1,1,0
INCF.JK,2019Q4,26.98064493,214.954579,26.06001468,44.10209626,0.153005239,0.535876587,0,1,6,1,0,0,0
INCI.JK,2020Q4,26.7282328,0.158049717,25.37954679,0.055646118,2.793411329,3.355835107,1,0,6,1,1,1,0
INCI.JK,2019Q4,26.54861488,0.470245749,25.37899048,47.75314793,1.373040638,1.636659613,0,1,6,1,0,0,0
INCO.JK,2020Q4,31.06018735,0.057681621,28.97248752,34.84762816,0.269059741,0.305988718,1,0,6,1,1,1,0
INCO.JK,2019Q4,31.08608299,1.938656716,28.67351225,15.75721857,2.610774325,2.991699133,0,1,6,1,0,0,0
INDF.JK,2020Q4,32.20636727,75.93713447,30.58781576,2.633400995,0.954779544,2.265862163,1,0,1,0,1,0,0
INDF.JK,2019Q4,32.19525687,92.55947795,30.56182252,7.29473161,1.295453899,2.765956677,0,1,1,0,0,0,0
INDR.JK,2020Q4,29.97852114,39.76380254,28.50491628,-17.806559,0.519121289,1.03183653,1,0,2,0,1,0,0
INDR.JK,2019Q4,30.08574693,54.67792287,28.70101096,5.647691131,-0.371156419,-0.760495849,0,1,2,0,0,0,0
INDS.JK,2020Q4,28.53094959,2.745108044,27.0535794,-11.62950447,0.310737561,0.346529125,1,0,2,0,1,0,0
INDS.JK,2019Q4,28.54865335,1.411776754,27.17721143,16.14090614,0.676303813,0.768619132,0,1,2,0,0,0,0
INDY.JK,2020Q4,31.54688361,177.7151756,29.90878861,-13.27071386,-1.717722235,-9.055665329,1,0,7,1,1,1,0
INDY.JK,2019Q4,31.59669047,153.9816594,30.05116719,105.1942312,-0.122136819,-1.094199002,0,1,7,1,0,0,0
INKP.JK,2020Q4,32.44313508,102.9968971,30.16950822,0.353742971,1.017391274,1.988157585,1,0,6,1,1,1,0
INKP.JK,2019Q4,32.49837294,118.8197267,30.16597703,16.27804083,1.042113549,2.322349184,0,1,6,1,0,0,0
INPP.JK,2020Q4,29.70109096,22.07591142,26.24838686,33.38920442,-0.710758889,-0.974003441,1,0,9,0,1,0,0
INPP.JK,2019Q4,29.52427464,40.06640894,25.96028584,-0.975114799,1.129764858,1.364164538,0,1,9,0,0,0,0
INPS.JK,2020Q4,26.89452414,207.7693179,25.34875756,-0.672707674,-1.351121007,-4.943295409,1,0,7,1,1,1,0
INPS.JK,2019Q4,26.89766075,216.436843,25.35550736,-34.92566329,-0.247915754,-0.83166292,0,1,7,1,0,0,0
INRU.JK,2020Q4,29.57598182,130.3475558,26.84686875,-17.50001491,-1.341420552,-4.324758898,1,0,6,1,1,1,0
INRU.JK,2019Q4,29.4016351,104.1765973,27.03924083,-5.579487682,-1.185827028,-3.594981825,0,1,6,1,0,0,0
INTD.JK,2020Q4,24.62362308,0.988871368,23.74317188,-9.08875123,-4.961095897,-5.700496897,1,0,6,1,1,1,0
INTD.JK,2019Q4,24.67821436,1.669218299,23.83845832,47.33481422,-0.889675492,-1.108259186,0,1,6,1,0,0,0
INTP.JK,2020Q4,30.95273324,0.477823886,29.1552146,3.939239729,2.56915413,3.097811144,1,0,6,1,1,1,0
INTP.JK,2019Q4,30.95564561,0.500103589,29.11657829,12.72869252,2.43874363,2.901998048,0,1,6,1,0,0,0
IPOL.JK,2020Q4,28.97968328,53.89140007,27.30114587,-11.70151986,1.434585387,2.272708511,1,0,6,1,1,1,0
IPOL.JK,2019Q4,29.06594496,65.56546644,27.42559316,14.1305542,0.466199763,0.753082874,0,1,6,1,0,0,0
ISAT.JK,2020Q4,31.77118317,236.6406435,29.61401949,14.04659329,-0.34044595,-2.146049543,1,0,5,1,1,1,0
ISAT.JK,2019Q4,31.60394328,223.2439487,29.48258259,-13.45756155,3.113508832,15.69881425,0,1,5,1,0,0,0
ISSP.JK,2020Q4,29.49114101,88.58640491,27.87466666,17.96764121,2.049270022,3.899245955,1,0,6,1,1,1,0
ISSP.JK,2019Q4,29.50191057,105.3776697,27.70942648,13.67084084,0.963452521,2.067989287,0,1,6,1,0,0,0
JAWA.JK,2020Q4,28.88867402,573.4063552,26.0332264,-11.65173853,-2.351270398,-42.71589492,1,0,1,0,1,0,0
JAWA.JK,2019Q4,28.90530144,346.1698564,26.15711006,73.13279559,-1.993694012,-14.56589242,0,1,1,0,0,0,0
JECC.JK,2020Q4,28.26693839,94.73586702,27.36577847,-6.122410333,-0.027596613,-0.054407694,1,0,4,1,1,1,0
JECC.JK,2019Q4,28.37397991,128.2426451,27.42895696,40.42460004,1.621894169,4.552725034,0,1,4,1,0,0,0
JGLE.JK,2020Q4,28.86477588,24.99702512,24.90154361,-3.585696326,-0.517687786,-0.825227645,1,0,2,0,1,0,0
JGLE.JK,2019Q4,28.98599799,24.61512835,24.93805923,-10.31410023,-1.506570599,-2.464063027,0,1,2,0,0,0,0
JKON.JK,2020Q4,29.22597643,33.48845862,28.46589529,2.157158087,2.21249401,3.8867854,1,0,5,1,1,1,0
JKON.JK,2019Q4,29.20052347,37.31182888,28.44455308,37.98892416,3.130171434,6.072475568,0,1,5,1,0,0,0
JPFA.JK,2020Q4,30.91384385,81.96564972,29.88915085,10.2564806,3.481260946,8.236171094,1,0,1,0,1,0,0
JPFA.JK,2019Q4,30.84296719,66.61834485,29.79151174,9.697918894,2.450589074,5.944099983,0,1,1,0,0,0,0
JRPT.JK,2020Q4,30.04379919,0.299845973,27.22942415,-0.350388508,2.599222073,3.003512148,1,0,9,0,1,0,0
JRPT.JK,2019Q4,29.98631708,0.404479266,27.23293419,-15.17990757,2.544194009,3.96991748,0,1,9,0,0,0,0
JSKY.JK,2020Q4,26.96207262,91.40562536,25.52806186,12.69148365,2.298972105,4.960580374,1,0,7,1,1,1,0
JSKY.JK,2019Q4,26.98008177,102.9037277,25.40857819,90.60285517,1.73223736,4.022090895,0,1,7,1,0,0,0
JSMR.JK,2020Q4,32.17721706,201.2353942,29.6214168,-16.11048619,-0.101848747,0.27544544,1,0,5,1,1,1,0
JSMR.JK,2019Q4,31.95520806,191.0675079,29.79708637,-12.53465154,0.432212647,2.473339633,0,1,5,1,0,0,0
JSPT.JK,2020Q4,29.29376013,53.0306309,26.62975,16.50902602,-2.104174995,-2.941795453,1,0,2,0,1,0,0
JSPT.JK,2019Q4,29.21714307,45.01685665,26.47695144,-1.920687401,1.182589027,1.951701517,0,1,2,0,0,0,0
JTPE.JK,2020Q4,27.82412927,37.50636476,26.34817449,58.35426706,4.383519661,7.357712337,1,0,4,1,1,1,0
JTPE.JK,2019Q4,27.81711881,55.73975732,25.88850996,-36.39785225,3.001843314,4.784932492,0,1,4,1,0,0,0
KAEF.JK,2020Q4,30.54080747,114.5647518,28.5559268,2.54081739,-0.141284117,-0.28340383,1,0,11,1,1,1,0
KAEF.JK,2019Q4,30.05839495,122.0054202,28.53083605,34.71064826,-0.249096574,-0.747725773,0,1,11,1,0,0,0
KBLI.JK,2020Q4,28.89979092,11.04568291,28.22650016,9.979345443,1.124959351,1.54260003,1,0,4,1,1,1,0
KBLI.JK,2019Q4,28.8080815,9.351120969,28.13137776,59.00055362,4.193832368,7.326767794,0,1,4,1,0,0,0
KBLM.JK,2020Q4,27.88134189,17.67977622,26.49540309,-38.91956697,0.525021402,0.658244229,1,0,4,1,1,1,0
KBLM.JK,2019Q4,27.89212187,3.65202974,26.98838171,55.84539207,0.990948262,1.52378772,0,1,4,1,0,0,0
KBLV.JK,2020Q4,29.60694475,124.3887106,24.35607746,-84.60063195,-1.021941621,-3.174457264,1,0,5,1,1,1,0
KBLV.JK,2019Q4,29.82812335,71.42640313,26.22692117,-7.074208049,0.664338964,2.409810118,0,1,5,1,0,0,0
