Firm,Period,ROA_in_percent,Treated,After_YoY,ICB Sector
KEJU.JK,2020Q2,4.860426295,0,1,Food Producers
KIAS.JK,2020Q2,-2.630247297,0,1,Construction and Materials
KICI.JK,2020Q2,-0.354714952,0,1,Household Goods and Home Construction
KIJA.JK,2020Q2,6.103331222,0,1,Real Estate Investment and Services Development
KINO.JK,2020Q2,1.159682972,0,1,"Personal Care, Drug and Grocery Stores"
KIOS.JK,2020Q2,-3.326942209,1,1,Software & Computer Services
KJEN.JK,2020Q2,-0.998397057,1,1,Industrial Transportation
KKGI.JK,2020Q2,2.899113225,0,1,"Oil, Gas and Coal"
KLBF.JK,2020Q2,3.306642516,0,1,Pharmaceuticals and Biotechnology
KMDS.JK,2020Q2,0,0,1,Beverages
KMTR.JK,2020Q2,3.17525077,1,1,Automobiles and Parts
KOBX.JK,2020Q2,-1.868171163,1,1,Industrial Transportation
KOIN.JK,2020Q2,0.120795372,1,1,Retailers
KONI.JK,2020Q2,9.712532987,1,1,Leisure Goods
KOPI.JK,2020Q2,-2.05767404,0,1,"Oil, Gas and Coal"
KOTA.JK,2020Q2,-0.499978456,0,1,Real Estate Investment and Services Development
KPAL.JK,2020Q2,-0.928651447,1,1,Industrial Transportation
KPAS.JK,2020Q2,-0.291586807,0,1,Medical Equipment and Services
KPIG.JK,2020Q2,0.380867275,0,1,Real Estate Investment and Services Development
KRAH.JK,2020Q2,-10.93193905,1,1,Industrial Engineering
KRAS.JK,2020Q2,-2.415378908,1,1,Industrial Metals and Mining
KREN.JK,2020Q2,0.838345523,0,1,Investment Banking and Brokerage Services
LAND.JK,2020Q2,-0.132250109,0,1,Real Estate Investment and Services Development
LAPD.JK,2020Q2,-25.35486229,0,1,General Industrials
LCGP.JK,2020Q2,-0.134590967,0,1,Real Estate Investment and Services Development
LCKM.JK,2020Q2,0.663642408,0,1,Construction and Materials
LEAD.JK,2020Q2,-0.893950009,0,1,"Oil, Gas and Coal"
LIFE.JK,2020Q2,0.62045664,0,1,Life Insurance
LINK.JK,2020Q2,3.574672838,0,1,Telecommunications Service Providers
LION.JK,2020Q2,-2.426492655,1,1,Industrial Metals and Mining
LMAS.JK,2020Q2,-5.210897236,1,1,Media
LMPI.JK,2020Q2,-1.046226366,0,1,Household Goods and Home Construction
LMSH.JK,2020Q2,-2.403699573,1,1,Industrial Metals and Mining
LPCK.JK,2020Q2,-2.817009415,0,1,Real Estate Investment and Services Development
LPGI.JK,2020Q2,1.715991107,1,1,Non-life Insurance
LPIN.JK,2020Q2,1.850353047,1,1,Automobiles and Parts
LPKR.JK,2020Q2,1.206871233,0,1,Real Estate Investment and Services Development
LPLI.JK,2020Q2,-2.776137732,1,1,Software & Computer Services
LPPF.JK,2020Q2,-2.94928106,1,1,Retailers
LPPS.JK,2020Q2,-0.812393484,0,1,Investment Banking and Brokerage Services
LRNA.JK,2020Q2,-2.66028927,1,1,Industrial Transportation
LSIP.JK,2020Q2,0.781613334,0,1,Food Producers
LTLS.JK,2020Q2,2.200716473,0,1,Chemicals
LUCK.JK,2020Q2,-0.064532135,1,1,Software & Computer Services
MABA.JK,2020Q2,-2.196410802,1,1,Travel and Leisure
MAGP.JK,2020Q2,-6.836277353,0,1,Food Producers
MAIN.JK,2020Q2,-1.180984943,0,1,Food Producers
MAMI.JK,2020Q2,-0.371958807,1,1,Travel and Leisure
MAPA.JK,2020Q2,-2.736530434,1,1,Retailers
MAPB.JK,2020Q2,-3.720448364,1,1,Travel and Leisure
MAPI.JK,2020Q2,-2.536617863,1,1,Retailers
MARI.JK,2020Q2,2.779297348,1,1,Media
MARK.JK,2020Q2,5.818563657,0,1,Medical Equipment and Services
MASA.JK,2020Q2,-0.890140226,1,1,Automobiles and Parts
MAYA.JK,2020Q2,0.072327324,0,1,Banks
MBAP.JK,2020Q2,4.105589606,0,1,"Oil, Gas and Coal"
MBSS.JK,2020Q2,-1.054811698,1,1,Industrial Transportation
MBTO.JK,2020Q2,-3.381041328,1,1,Personal Goods
MCAS.JK,2020Q2,2.736819922,1,1,Software & Computer Services
MCOR.JK,2020Q2,-0.009286044,0,1,Banks
MDIA.JK,2020Q2,4.752316765,1,1,Media
MDKA.JK,2020Q2,2.262037617,1,1,Industrial Metals and Mining
MDKI.JK,2020Q2,1.006033824,0,1,Chemicals
MDLN.JK,2020Q2,-0.969672952,0,1,Real Estate Investment and Services Development
MDRN.JK,2020Q2,-3.735542501,1,1,Leisure Goods
MEDC.JK,2020Q2,-0.464212092,0,1,"Oil, Gas and Coal"
MEGA.JK,2020Q2,0.516439775,0,1,Banks
MERK.JK,2020Q2,-0.299366244,0,1,Pharmaceuticals and Biotechnology
META.JK,2020Q2,1.029836011,1,1,Industrial Transportation
MFIN.JK,2020Q2,0.328344009,0,1,Finance and Credit Services
MFMI.JK,2020Q2,-0.802993438,1,1,Industrial Support Services
MGNA.JK,2020Q2,53.89357217,0,1,Finance and Credit Services
MGRO.JK,2020Q2,-1.147964885,0,1,Food Producers
MICE.JK,2020Q2,-0.293431437,0,1,"Personal Care, Drug and Grocery Stores"
MIDI.JK,2020Q2,1.097129553,1,1,Retailers
MIKA.JK,2020Q2,1.667374521,0,1,Health Care Providers
MINA.JK,2020Q2,-1.814995676,0,1,Real Estate Investment and Services Development
MIRA.JK,2020Q2,-2.391723472,1,1,Industrial Transportation
MITI.JK,2020Q2,-8.80653385,1,1,Industrial Metals and Mining
MKNT.JK,2020Q2,-0.654091897,0,1,Telecommunications Equipment
MKPI.JK,2020Q2,-1.234142555,0,1,Real Estate Investment and Services Development
MLBI.JK,2020Q2,-2.03453923,0,1,Beverages
MLIA.JK,2020Q2,-0.378593364,0,1,Construction and Materials
MLPL.JK,2020Q2,0.198723107,1,1,Retailers
MLPT.JK,2020Q2,2.052536234,1,1,Software & Computer Services
MMLP.JK,2020Q2,0.727364484,1,1,Industrial Support Services
MNCN.JK,2020Q2,3.67548235,1,1,Media
MOLI.JK,2020Q2,0.983181588,0,1,Chemicals
MPMX.JK,2020Q2,-1.525605264,1,1,Automobiles and Parts
MPOW.JK,2020Q2,7.631171223,1,1,Electricity
MPPA.JK,2020Q2,-2.130348127,1,1,Retailers
MPRO.JK,2020Q2,2.953568953,0,1,Real Estate Investment and Services Development
MRAT.JK,2020Q2,0.234743013,1,1,Personal Goods
MREI.JK,2020Q2,0.168359261,1,1,Non-life Insurance
MSIN.JK,2020Q2,2.758511288,1,1,Media
MSKY.JK,2020Q2,-1.152034888,1,1,Media
MTDL.JK,2020Q2,1.712376677,0,1,Technology Hardware & Equipment
MTFN.JK,2020Q2,-1.463634045,0,1,Investment Banking and Brokerage Services
MTLA.JK,2020Q2,0.504074412,0,1,Real Estate Investment and Services Development
MTPS.JK,2020Q2,-0.61032916,0,1,Construction and Materials
MTRA.JK,2020Q2,0.4419213,0,1,Construction and Materials
MTSM.JK,2020Q2,0.47165008,0,1,"Personal Care, Drug and Grocery Stores"
MTWI.JK,2020Q2,0.821918761,1,1,Non-life Insurance
MYOH.JK,2020Q2,9.644731551,0,1,"Oil, Gas and Coal"
MYOR.JK,2020Q2,0.067348336,0,1,Food Producers
MYRX.JK,2020Q2,-0.307672115,1,1,Personal Goods
MYTX.JK,2020Q2,-0.602065791,1,1,Personal Goods
NASA.JK,2020Q2,-0.124552066,0,1,Real Estate Investment and Services Development
NATO.JK,2020Q2,-0.113526881,1,1,Travel and Leisure
NELY.JK,2020Q2,1.437080121,1,1,Industrial Transportation
NFCX.JK,2020Q2,1.040163718,1,1,Software & Computer Services
NICK.JK,2020Q2,-2.068600332,0,1,Real Estate Investment and Services Development
NIKL.JK,2020Q2,7.455306151,1,1,Industrial Metals and Mining
NIPS.JK,2020Q2,0.642446016,1,1,Electronic and Electrical Equipment
NIRO.JK,2020Q2,-1.882312988,0,1,Real Estate Investment and Services Development
NISP.JK,2020Q2,0.413168077,0,1,Banks
NOBU.JK,2020Q2,0.130356463,0,1,Banks
NRCA.JK,2020Q2,0.624327123,0,1,Construction and Materials
NUSA.JK,2020Q2,-0.044989114,1,1,Travel and Leisure
NZIA.JK,2020Q2,-0.212013657,0,1,Real Estate Investment and Services Development
OASA.JK,2020Q2,-3.280172165,0,1,Telecommunications Equipment
OCAP.JK,2020Q2,56.84699914,0,1,Investment Banking and Brokerage Services
OKAS.JK,2020Q2,-4.962379492,1,1,Electronic and Electrical Equipment
OMRE.JK,2020Q2,-1.713720901,0,1,Real Estate Investment and Services Development
OPMS.JK,2020Q2,0.194574099,1,1,Industrial Metals and Mining
PADI.JK,2020Q2,-0.628335143,0,1,Investment Banking and Brokerage Services
PALM.JK,2020Q2,0.443920007,0,1,Food Producers
PAMG.JK,2020Q2,0.087983445,0,1,Real Estate Investment and Services Development
PANI.JK,2020Q2,0.016366152,0,1,General Industrials
PANR.JK,2020Q2,-1.854603107,1,1,Travel and Leisure
PANS.JK,2020Q2,5.246016779,0,1,Investment Banking and Brokerage Services
PBID.JK,2020Q2,3.383827775,0,1,General Industrials
PBRX.JK,2020Q2,1.89385644,1,1,Personal Goods
PBSA.JK,2020Q2,2.354804162,0,1,Construction and Materials
PCAR.JK,2020Q2,-6.29035304,0,1,Food Producers
PDES.JK,2020Q2,-7.526807714,1,1,Travel and Leisure
PEGE.JK,2020Q2,1.467040362,0,1,Investment Banking and Brokerage Services
PEHA.JK,2020Q2,1.981452218,0,1,Pharmaceuticals and Biotechnology
PGAS.JK,2020Q2,-0.368704207,0,1,"Gas, Water and Multi-utilities"
PGJO.JK,2020Q2,-11.27775496,1,1,Software & Computer Services
PGLI.JK,2020Q2,-1.924785018,1,1,Travel and Leisure
PGUN.JK,2020Q2,0,0,1,Food Producers
PICO.JK,2020Q2,-0.873392654,0,1,General Industrials
PJAA.JK,2020Q2,-3.150405314,1,1,Travel and Leisure
PKPK.JK,2020Q2,1.194834514,0,1,"Oil, Gas and Coal"
PLAN.JK,2020Q2,0,1,1,Travel and Leisure
PLAS.JK,2020Q2,0.594555969,0,1,Investment Banking and Brokerage Services
PLIN.JK,2020Q2,1.098271072,1,1,Travel and Leisure
PMJS.JK,2020Q2,0.201147372,1,1,Retailers
PMMP.JK,2020Q2,0,0,1,Food Producers
PNBN.JK,2020Q2,0.296404802,0,1,Banks
PNBS.JK,2020Q2,-0.035162653,0,1,Banks
PNGO.JK,2020Q2,0,0,1,Food Producers
PNIN.JK,2020Q2,1.604416097,1,1,Non-life Insurance
PNLF.JK,2020Q2,1.478897392,0,1,Life Insurance
PNSE.JK,2020Q2,-2.497496008,1,1,Travel and Leisure
POLA.JK,2020Q2,0.392510899,0,1,Finance and Credit Services
POLI.JK,2020Q2,0.050406318,0,1,Real Estate Investment and Services Development
POLL.JK,2020Q2,1.609398588,0,1,Real Estate Investment and Services Development
POLU.JK,2020Q2,2.154461565,1,1,Personal Goods
POLY.JK,2020Q2,-7.288028348,0,1,Chemicals
POOL.JK,2020Q2,-0.853375778,0,1,Investment Banking and Brokerage Services
PORT.JK,2020Q2,-1.330640566,1,1,Industrial Transportation
POSA.JK,2020Q2,-2.211513755,0,1,Real Estate Investment and Services Development
POWR.JK,2020Q2,2.504863396,1,1,Electricity
PPGL.JK,2020Q2,0,1,1,Industrial Transportation
PPRE.JK,2020Q2,0.143997491,0,1,Construction and Materials
PPRO.JK,2020Q2,0.143236811,0,1,Real Estate Investment and Services Development
PRAS.JK,2020Q2,1.272541228,1,1,Industrial Metals and Mining
PRDA.JK,2020Q2,-2.332207323,0,1,Medical Equipment and Services
PRIM.JK,2020Q2,-0.003783181,0,1,Health Care Providers
PSAB.JK,2020Q2,-0.112854768,1,1,Travel and Leisure
PSDN.JK,2020Q2,6.425388836,0,1,Food Producers
PSGO.JK,2020Q2,-0.764192016,0,1,Food Producers
PSKT.JK,2020Q2,-1.391839562,1,1,Travel and Leisure
PSSI.JK,2020Q2,0.819162212,1,1,Industrial Transportation
PTBA.JK,2020Q2,1.432452631,0,1,"Oil, Gas and Coal"
PTDU.JK,2020Q2,0,0,1,Construction and Materials
PTIS.JK,2020Q2,0.003001754,0,1,General Industrials
PTPP.JK,2020Q2,0.009167369,0,1,Construction and Materials
PTPW.JK,2020Q2,0,0,1,Construction and Materials
PTRO.JK,2020Q2,0.885637345,0,1,"Oil, Gas and Coal"
PTSN.JK,2020Q2,-0.069642071,1,1,Electronic and Electrical Equipment
PTSP.JK,2020Q2,-10.41062978,1,1,Travel and Leisure
PUDP.JK,2020Q2,-2.033058559,1,1,Travel and Leisure
PURA.JK,2020Q2,0,1,1,Industrial Transportation
PURE.JK,2020Q2,-0.781803858,1,1,Industrial Metals and Mining
PURI.JK,2020Q2,0,0,1,Real Estate Investment and Services Development
PWON.JK,2020Q2,1.503960113,0,1,Real Estate Investment and Services Development
PYFA.JK,2020Q2,0.654998117,0,1,Pharmaceuticals and Biotechnology
PZZA.JK,2020Q2,0.187317112,1,1,Travel and Leisure
RAJA.JK,2020Q2,0.585623895,0,1,"Gas, Water and Multi-utilities"
RALS.JK,2020Q2,-0.141167241,1,1,Retailers
RANC.JK,2020Q2,2.331276089,0,1,"Personal Care, Drug and Grocery Stores"
RBMS.JK,2020Q2,-1.53696442,0,1,Real Estate Investment and Services Development
RDTX.JK,2020Q2,0,1,1,Personal Goods
REAL.JK,2020Q2,-0.114881387,0,1,Real Estate Investment and Services Development
RELI.JK,2020Q2,9.4635277,0,1,Investment Banking and Brokerage Services
RICY.JK,2020Q2,-0.878349553,1,1,Personal Goods
RIGS.JK,2020Q2,-1.023625581,1,1,Industrial Transportation
RIMO.JK,2020Q2,0.097870048,1,1,Retailers
RISE.JK,2020Q2,-0.758599517,0,1,Real Estate Investment and Services Development
RMBA.JK,2020Q2,-0.262610809,1,1,Tobacco
ROCK.JK,2020Q2,0,0,1,Real Estate Investment and Services Development
RODA.JK,2020Q2,-0.618123363,0,1,Real Estate Investment and Services Development
RONY.JK,2020Q2,0.799306202,0,1,Construction and Materials
ROTI.JK,2020Q2,-0.042333893,0,1,Food Producers
RUIS.JK,2020Q2,1.580937553,0,1,"Oil, Gas and Coal"
SAFE.JK,2020Q2,-3.555855674,1,1,Travel and Leisure
SAME.JK,2020Q2,-1.352075645,0,1,Health Care Providers
SAMF.JK,2020Q2,1.569340473,0,1,Chemicals
SAPX.JK,2020Q2,3.364403742,1,1,Industrial Transportation
SATU.JK,2020Q2,-1.978884059,0,1,Real Estate Investment and Services Development
SBAT.JK,2020Q2,1.291529131,1,1,Industrial Materials
SCCO.JK,2020Q2,0.713109126,1,1,Electronic and Electrical Equipment
SCMA.JK,2020Q2,3.932034089,1,1,Media
SCNP.JK,2020Q2,0,0,1,Household Goods and Home Construction
SCPI.JK,2020Q2,2.343129822,0,1,Pharmaceuticals and Biotechnology
SDMU.JK,2020Q2,8.339646118,1,1,Industrial Transportation
SDPC.JK,2020Q2,-0.2302525,0,1,Pharmaceuticals and Biotechnology
SDRA.JK,2020Q2,0.317823366,0,1,Banks
SFAN.JK,2020Q2,5.161972751,1,1,Industrial Support Services
SGER.JK,2020Q2,0,0,1,"Oil, Gas and Coal"
SGRO.JK,2020Q2,0.027541927,0,1,Food Producers
SHID.JK,2020Q2,-0.862855356,1,1,Travel and Leisure
SHIP.JK,2020Q2,2.204141314,1,1,Industrial Transportation
SIDO.JK,2020Q2,5.076667973,0,1,Food Producers
SILO.JK,2020Q2,-1.695901452,0,1,Health Care Providers
SIMA.JK,2020Q2,0.014655842,0,1,General Industrials
SIMP.JK,2020Q2,-0.85628443,0,1,Food Producers
SINI.JK,2020Q2,-0.470011763,1,1,Travel and Leisure
SIPD.JK,2020Q2,-0.769507683,0,1,Food Producers
SKBM.JK,2020Q2,-0.436731564,0,1,Food Producers
SKLT.JK,2020Q2,0.659322356,0,1,Food Producers
SKRN.JK,2020Q2,-1.962737232,1,1,Industrial Transportation
SKYB.JK,2020Q2,-2.631984717,0,1,Telecommunications Equipment
SLIS.JK,2020Q2,1.582444323,1,1,Electronic and Electrical Equipment
SMAR.JK,2020Q2,4.656159782,0,1,Food Producers
SMBR.JK,2020Q2,-1.304753849,0,1,Construction and Materials
SMCB.JK,2020Q2,0.070060479,0,1,Construction and Materials
SMDM.JK,2020Q2,0.023987695,0,1,Real Estate Investment and Services Development
SMDR.JK,2020Q2,1.112307013,1,1,Industrial Transportation
SMGR.JK,2020Q2,0.229617468,0,1,Construction and Materials
SMKL.JK,2020Q2,-0.353829271,0,1,General Industrials
SMMA.JK,2020Q2,0.243215091,0,1,Investment Banking and Brokerage Services
SMMT.JK,2020Q2,-2.240037732,0,1,"Oil, Gas and Coal"
SMRA.JK,2020Q2,0.02317706,0,1,Real Estate Investment and Services Development
SMRU.JK,2020Q2,-1.935569854,1,1,Industrial Metals and Mining
SMSM.JK,2020Q2,2.67877168,1,1,Automobiles and Parts
SOCI.JK,2020Q2,0.156908279,1,1,Industrial Transportation
SOFA.JK,2020Q2,0,0,1,Household Goods and Home Construction
SOHO.JK,2020Q2,0,0,1,Pharmaceuticals and Biotechnology
SONA.JK,2020Q2,-1.958207214,1,1,Travel and Leisure
SOSS.JK,2020Q2,0.546552994,1,1,Industrial Support Services
SOTS.JK,2020Q2,-1.53338672,0,1,Real Estate Investment and Services Development
SPMA.JK,2020Q2,3.781119689,1,1,Industrial Materials
SPTO.JK,2020Q2,-0.265305668,1,1,Retailers
SQMI.JK,2020Q2,0,1,1,Industrial Metals and Mining
SRAJ.JK,2020Q2,-0.286611244,0,1,Health Care Providers
SRIL.JK,2020Q2,1.794266189,1,1,Personal Goods
SRSN.JK,2020Q2,0.771792997,0,1,Chemicals
SRTG.JK,2020Q2,17.4230332,0,1,Investment Banking and Brokerage Services
SSIA.JK,2020Q2,-1.362825069,0,1,Construction and Materials
SSMS.JK,2020Q2,3.755499054,0,1,Food Producers
SSTM.JK,2020Q2,-0.013188288,1,1,Personal Goods
STAR.JK,2020Q2,0.194147763,0,1,"Oil, Gas and Coal"
STTP.JK,2020Q2,3.304158772,0,1,Food Producers
SUGI.JK,2020Q2,-3.707839372,0,1,"Oil, Gas and Coal"
SULI.JK,2020Q2,-4.542225719,1,1,Industrial Materials
SUPR.JK,2020Q2,0.586558979,0,1,Telecommunications Service Providers
SURE.JK,2020Q2,0.795981146,0,1,"Oil, Gas and Coal"
SWAT.JK,2020Q2,-0.13752524,0,1,General Industrials
TALF.JK,2020Q2,-0.238046733,0,1,General Industrials
TAMA.JK,2020Q2,0.079208978,0,1,Construction and Materials
TAMU.JK,2020Q2,-1.06522385,1,1,Industrial Transportation
TARA.JK,2020Q2,-0.165519901,0,1,Real Estate Investment and Services Development
TAXI.JK,2020Q2,-2.958914054,1,1,Travel and Leisure
TBIG.JK,2020Q2,0.860719874,0,1,Telecommunications Equipment
TBLA.JK,2020Q2,1.161725811,0,1,Food Producers
TBMS.JK,2020Q2,1.342735991,1,1,Industrial Metals and Mining
TCID.JK,2020Q2,-2.512557829,1,1,Personal Goods
TCPI.JK,2020Q2,0.669660751,1,1,Industrial Transportation
TDPM.JK,2020Q2,1.279806268,0,1,Chemicals
TEBE.JK,2020Q2,-1.408501683,0,1,Construction and Materials
TECH.JK,2020Q2,0,1,1,Software & Computer Services
TELE.JK,2020Q2,-97.74862958,0,1,Telecommunications Equipment
TFAS.JK,2020Q2,2.07643038,0,1,Telecommunications Equipment
TFCO.JK,2020Q2,0.192356325,0,1,Chemicals
TGKA.JK,2020Q2,3.437693244,0,1,"Personal Care, Drug and Grocery Stores"
TGRA.JK,2020Q2,-1.090685404,1,1,Electricity
TIFA.JK,2020Q2,0.63308871,0,1,Finance and Credit Services
TINS.JK,2020Q2,0.129951635,1,1,Industrial Metals and Mining
TIRA.JK,2020Q2,0.183114146,1,1,Industrial Engineering
TIRT.JK,2020Q2,-17.93693391,0,1,Construction and Materials
TKIM.JK,2020Q2,-2.153729449,1,1,Industrial Materials
TLKM.JK,2020Q2,2.921364423,0,1,Telecommunications Service Providers
TMAS.JK,2020Q2,0.153221243,1,1,Industrial Transportation
TMPO.JK,2020Q2,-4.096309524,1,1,Media
TNCA.JK,2020Q2,0.675661153,1,1,Industrial Transportation
TOBA.JK,2020Q2,0.660268698,0,1,"Oil, Gas and Coal"
TOPS.JK,2020Q2,-0.469481044,0,1,Construction and Materials
TOTL.JK,2020Q2,-0.358903289,0,1,Construction and Materials
TOTO.JK,2020Q2,-2.132137787,0,1,Construction and Materials
TOWR.JK,2020Q2,2.373907261,0,1,Telecommunications Service Providers
TOYS.JK,2020Q2,0,1,1,Leisure Goods
TPIA.JK,2020Q2,-0.368914928,0,1,Chemicals
TPMA.JK,2020Q2,0.38735715,1,1,Industrial Transportation
TRAM.JK,2020Q2,1.609957165,1,1,Industrial Transportation
TRIL.JK,2020Q2,-0.701532477,1,1,Industrial Support Services
TRIM.JK,2020Q2,0.091144262,0,1,Investment Banking and Brokerage Services
TRIN.JK,2020Q2,0.176928137,0,1,Real Estate Investment and Services Development
TRIO.JK,2020Q2,23.78964119,0,1,Telecommunications Equipment
TRIS.JK,2020Q2,0.223547504,1,1,Personal Goods
TRJA.JK,2020Q2,0,1,1,Industrial Transportation
TRST.JK,2020Q2,0.646486833,0,1,General Industrials
TRUK.JK,2020Q2,-4.832245526,1,1,Industrial Transportation
TRUS.JK,2020Q2,0.450674149,0,1,Investment Banking and Brokerage Services
TSPC.JK,2020Q2,1.069790639,0,1,Pharmaceuticals and Biotechnology
TUGU.JK,2020Q2,-0.30447772,1,1,Non-life Insurance
TURI.JK,2020Q2,-0.301705065,1,1,Retailers
UANG.JK,2020Q2,0,0,1,Real Estate Investment and Services Development
UCID.JK,2020Q2,3.744936978,0,1,"Personal Care, Drug and Grocery Stores"
ULTJ.JK,2020Q2,1.716872151,0,1,Food Producers
UNIC.JK,2020Q2,1.822664408,0,1,Chemicals
UNIT.JK,2020Q2,0.019198749,0,1,Investment Banking and Brokerage Services
UNSP.JK,2020Q2,-23.69921742,0,1,Food Producers
UNTR.JK,2020Q2,2.093300745,1,1,Industrial Engineering
UNVR.JK,2020Q2,8.191796184,0,1,"Personal Care, Drug and Grocery Stores"
URBN.JK,2020Q2,0.388870846,0,1,Real Estate Investment and Services Development
VICI.JK,2020Q2,0,0,1,"Personal Care, Drug and Grocery Stores"
VICO.JK,2020Q2,0.008056452,0,1,Investment Banking and Brokerage Services
VINS.JK,2020Q2,0.496611213,1,1,Non-life Insurance
VIVA.JK,2020Q2,3.788248664,0,1,Telecommunications Service Providers
VOKS.JK,2020Q2,0.65236339,0,1,Technology Hardware & Equipment
VRNA.JK,2020Q2,-0.640976754,0,1,Finance and Credit Services
WAPO.JK,2020Q2,-1.352630908,0,1,Food Producers
WEGE.JK,2020Q2,0.237773872,0,1,Construction and Materials
WEHA.JK,2020Q2,-5.444762323,1,1,Travel and Leisure
WICO.JK,2020Q2,0.327913412,1,1,Retailers
WIIM.JK,2020Q2,2.077749522,1,1,Tobacco
WIKA.JK,2020Q2,0.2844231,0,1,Construction and Materials
WINS.JK,2020Q2,-1.906941166,1,1,Industrial Transportation
WOMF.JK,2020Q2,0.175077172,0,1,Finance and Credit Services
WOOD.JK,2020Q2,1.002514351,0,1,Household Goods and Home Construction
WOWS.JK,2020Q2,0,0,1,"Oil, Gas and Coal"
WSBP.JK,2020Q2,-0.638825703,0,1,Construction and Materials
