Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After
AALI.JK,2019Q2,Food Producers,0.050227578,0.033592246,2.71618E+13,8.63566E+12,-81.82974339,-6.153257685,0,1
ABBA.JK,2019Q2,Industrial Support Services,-3.575364787,-5.931062393,5.18345E+11,3.43376E+11,-32.42327874,-17.9356426,1,1
ABMM.JK,2019Q2,"Oil, Gas and Coal",-0.02156834,-0.075400823,1.16534E+13,7.87731E+12,-52.2875909,-18.77551513,0,1
ACES.JK,2019Q2,Retailers,4.205699787,5.47606836,5.44998E+12,1.68411E+12,8.990449694,19.57469753,1,1
ACST.JK,2019Q2,Construction and Materials,-3.060276303,-27.91801518,1.07527E+13,9.78753E+12,-231.4676356,-20.04615493,0,1
ADES.JK,2019Q2,Beverages,1.523491099,2.608307209,8.66464E+11,3.66549E+11,11.65003773,4.237725844,0,1
ADHI.JK,2019Q2,Construction and Materials,0.456134476,2.194431129,3.13966E+13,2.50359E+13,6.01188268,5.346770191,0,1
ADMF.JK,2019Q2,Finance and Credit Services,1.455344315,7.180789784,3.368E+13,2.66964E+13,96.41724858,9.568456251,0,1
ADMG.JK,2019Q2,Chemicals,-2.601095521,-3.019355332,3.77111E+12,6.23765E+11,-276.8970606,-48.56344697,0,1
ADRO.JK,2019Q2,"Oil, Gas and Coal",2.67227577,4.730159084,1.01098E+14,4.65865E+13,22.81483052,8.205786937,0,1
AGII.JK,2019Q2,Chemicals,0.214508061,0.450009466,6.86102E+12,3.75665E+12,8.313892976,16.49951877,0,1
AKKU.JK,2019Q2,General Industrials,-0.181696625,-0.26026444,1.07417E+12,3.25252E+11,24.16731494,4.659440484,1,1
AKPI.JK,2019Q2,Chemicals,-0.04410534,-0.106926411,2.92145E+12,1.793E+12,8.308950579,-3.895162852,0,1
AKRA.JK,2019Q2,"Oil, Gas and Coal",0.893692075,2.247507906,1.90431E+13,1.07729E+13,-3.57662652,-13.08261086,0,1
AKSI.JK,2019Q2,Investment Banking and Brokerage Services,-0.804025288,-1.861534318,2.73784E+11,1.5112E+11,-15.15840995,39.57903916,1,1
ALDO.JK,2019Q2,Household Goods and Home Construction,1.590222368,3.112086379,9.33016E+11,5.3648E+11,61.87345001,1.789307302,0,1
ALKA.JK,2019Q2,Industrial Metals and Mining,1.228503812,4.555248146,4.08588E+11,3.91122E+11,-80.09566261,-68.11035397,1,1
ALTO.JK,2019Q2,Food Producers,-0.542801193,-1.557235548,1.10558E+12,7.1373E+11,-22.17466043,6.062232968,0,1
AMFG.JK,2019Q2,General Industrials,-0.50510519,-1.249748534,8.84574E+12,5.32277E+12,-76.26085218,0.30008011,1,1
AMIN.JK,2019Q2,Household Goods and Home Construction,1.352383762,2.662065632,4.22092E+11,2.09277E+11,-25.85183415,-13.36515538,0,1
AMRT.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.904854751,3.256828614,2.25252E+13,1.70787E+13,19.2310599,7.185410424,0,1
ANJT.JK,2019Q2,Food Producers,-1.101873068,-1.760055106,8.6226E+12,3.30797E+12,-235.0263619,-22.14157228,0,1
ANTM.JK,2019Q2,Industrial Metals and Mining,0.750074548,1.269609282,3.35668E+13,1.36891E+13,-40.80135967,34.88648278,1,1
APIC.JK,2019Q2,Investment Banking and Brokerage Services,1.3862453,2.49949449,3.42402E+12,1.29183E+12,-68.99437475,323.0947094,1,1
APII.JK,2019Q2,Electronic and Electrical Equipment,1.087004782,1.740513366,4.60514E+11,1.71437E+11,10.13209221,20.42324161,1,1
APLI.JK,2019Q2,General Industrials,-0.117513965,-0.24970561,4.38066E+11,2.30889E+11,-160.2104394,16.60494631,1,1
APLN.JK,2019Q2,Real Estate Investment and Services Development,0.026157824,-0.21337406,2.88324E+13,2.05012E+13,35.9890881,5.844144703,1,1
ARII.JK,2019Q2,"Oil, Gas and Coal",2.87490794,26.53918942,5.39427E+12,4.01606E+12,-25.20662335,73.08226241,0,1
ARNA.JK,2019Q2,Construction and Materials,2.898428075,4.467317703,1.63469E+12,5.72781E+11,44.23564545,13.23204261,0,1
ARTA.JK,2019Q2,Investment Banking and Brokerage Services,-0.514746245,-0.771311082,4.32976E+11,2.37908E+11,-102.0448324,-4.636759251,1,1
ARTI.JK,2019Q2,Household Goods and Home Construction,-0.969145861,-0.679284102,3.54397E+12,9.59531E+11,-78.75690136,-47.79026172,0,1
ASGR.JK,2019Q2,Technology Hardware & Equipment,1.334122664,2.090834464,2.28645E+12,8.12289E+11,-31.96768609,-20.43332699,0,1
ASII.JK,2019Q2,Automobiles and Parts,1.593431759,3.262716987,3.50288E+14,2.10847E+14,-9.487695403,-0.276739759,1,1
ASRI.JK,2019Q2,Real Estate Investment and Services Development,-0.035988626,-0.083289444,2.15959E+13,1.15005E+13,-38.99924831,-49.41335543,1,1
ASSA.JK,2019Q2,Consumer Services,0.354673371,2.19008288,4.55212E+12,3.40651E+12,4.726832196,31.82952658,1,1
ATIC.JK,2019Q2,Software & Computer Services,-0.13929218,-2.158305992,4.29363E+12,3.68592E+12,-46.8205372,21.12139038,1,1
AUTO.JK,2019Q2,Automobiles and Parts,0.502910994,0.837826107,1.59473E+13,5.6877E+12,78.42794661,1.815621586,1,1
BAJA.JK,2019Q2,Industrial Metals and Mining,-1.88070951,-20.71821443,7.76722E+11,7.96102E+11,-190.5571249,-21.16189008,1,1
BALI.JK,2019Q2,Telecommunications Service Providers,0.337887824,0.683684083,3.83911E+12,1.92862E+12,27.47966592,42.52268192,0,1
BAPA.JK,2019Q2,Real Estate Investment and Services Development,4.947109879,6.353011748,1.6318E+11,45715263700,-137.3392824,207.8748854,1,1
BATA.JK,2019Q2,Personal Goods,0.276985164,0.405142889,9.89781E+11,3.50419E+11,5.392115671,-4.928779702,1,1
BAYU.JK,2019Q2,Travel and Leisure,1.333613006,2.362936796,8.21811E+11,3.39246E+11,3.785629955,14.55223045,1,1
BBLD.JK,2019Q2,Finance and Credit Services,0.318769344,1.377831336,5.155E+12,3.93862E+12,7.957253103,17.04819588,0,1
BBRM.JK,2019Q2,Industrial Transportation,-1.59986551,-6.158225561,1.19509E+12,8.91058E+11,-39.79312695,-11.09887332,1,1
BCAP.JK,2019Q2,Investment Banking and Brokerage Services,0.071185273,0.242899327,1.83874E+13,1.34825E+13,-15.48585573,-4.929662727,1,1
BELL.JK,2019Q2,Personal Goods,1.016048109,2.116615024,5.533E+11,3.19036E+11,54.81069521,71.28061569,1,1
BEST.JK,2019Q2,Real Estate Investment and Services Development,0.30062747,0.450254792,6.2719E+12,2.0703E+12,-58.50001993,-35.09881494,1,1
BFIN.JK,2019Q2,Investment Banking and Brokerage Services,1.918747726,5.592924377,1.83691E+13,1.22611E+13,-2.404442296,0.326113924,1,1
BHIT.JK,2019Q2,Telecommunications Service Providers,1.010289298,1.361265974,5.97695E+13,4.47098E+13,20.31246486,7.296155691,0,1
BIKA.JK,2019Q2,Real Estate Investment and Services Development,0.359211651,0.033487724,2.31746E+12,2.017E+12,-288.8667623,-1.036689657,1,1
BIPI.JK,2019Q2,"Oil, Gas and Coal",1.892157659,7.343324922,1.75052E+13,1.41288E+13,-1107.012166,2912.709993,0,1
BIPP.JK,2019Q2,Real Estate Investment and Services Development,-0.249701726,-0.347994349,2.16487E+12,1.30329E+12,-133.8766282,92.32801421,1,1
BIRD.JK,2019Q2,Travel and Leisure,0.965567963,1.333695428,7.0865E+12,1.92339E+12,-19.09862133,-6.004552988,1,1
BISI.JK,2019Q2,Food Producers,0.464021257,0.570636511,2.67429E+12,5.75967E+11,-155.094916,72.37039663,0,1
BKDP.JK,2019Q2,Real Estate Investment and Services Development,-1.22575127,-2.0864863,7.83941E+11,3.01409E+11,36.33959995,-9.85188737,1,1
BKSL.JK,2019Q2,Real Estate Investment and Services Development,0.344170523,0.586428487,1.63804E+13,6.83426E+12,-49.3677179,-35.00221739,1,1
BLTA.JK,2019Q2,Industrial Transportation,0.138908802,0.336948862,1.01221E+12,6.04284E+11,-69.56690942,-18.71489397,1,1
BLTZ.JK,2019Q2,Media,2.458652016,3.794073685,1.87695E+12,6.05869E+11,-192.9758807,30.06862477,1,1
BMSR.JK,2019Q2,Real Estate Investment and Services Development,-0.31350438,-1.20820414,5.78516E+11,4.13645E+11,47.09917781,-13.65773109,1,1
BMTR.JK,2019Q2,Media,1.92983822,3.251325106,2.95983E+13,1.90327E+13,112.1276061,11.21534208,1,1
BOGA.JK,2019Q2,Retailers,0.492010624,0.64062813,5.40933E+11,1.36475E+11,-1.440799774,7.972941726,1,1
BOLT.JK,2019Q2,Automobiles and Parts,-0.629073367,-0.826250241,1.23733E+12,5.73736E+11,-104.5053152,1.680336917,1,1
BPFI.JK,2019Q2,Investment Banking and Brokerage Services,1.091532355,2.361685296,1.75779E+12,9.46502E+11,0.616895351,-0.78845148,1,1
BPII.JK,2019Q2,Industrial Support Services,3.045380754,6.113188739,2.69596E+12,1.87282E+12,323.6844741,196.0490589,1,1
BRAM.JK,2019Q2,Chemicals,1.133363879,1.528921527,4.17506E+12,1.27016E+12,-7.734826695,-4.921524838,0,1
BRNA.JK,2019Q2,General Industrials,-1.583855028,-3.860785726,2.48071E+12,1.46335E+12,-1.646752009,-3.378929682,1,1
BRPT.JK,2019Q2,Construction and Materials,0.452365564,0.446783406,9.86941E+13,8.20525E+13,-53.85352166,-27.96245657,0,1
BSDE.JK,2019Q2,Real Estate Investment and Services Development,2.905582431,5.343769609,5.33061E+13,2.5676E+13,18.52684682,39.03403316,1,1
BSSR.JK,2019Q2,"Oil, Gas and Coal",3.921492205,6.324320265,3.35209E+12,1.34322E+12,-88.34001806,-4.358633513,0,1
BTEK.JK,2019Q2,Food Producers,-0.002183173,-0.005131906,5.20927E+12,2.98028E+12,-34.56894464,-29.18655645,0,1
BTON.JK,2019Q2,Industrial Metals and Mining,0.050152522,0.061698447,2.31113E+11,35859538800,-98.27064758,18.51594033,1,1
BUDI.JK,2019Q2,Food Producers,0.403724275,0.875427889,3.1145E+12,2.14535E+12,26.6173357,-3.109450858,0,1
BUKK.JK,2019Q2,Construction and Materials,1.537555844,3.245968136,4.6315E+12,2.41458E+12,-15.77922756,32.22464056,0,1
BULL.JK,2019Q2,Industrial Transportation,1.542444368,2.584375177,5.42479E+12,2.24627E+12,20.7925267,4.739155686,1,1
BUVA.JK,2019Q2,Real Estate Investment and Services Development,-0.782736015,-0.782971995,4.13932E+12,2.35928E+12,5.154920683,20.73259821,1,1
BWPT.JK,2019Q2,Food Producers,-1.492579635,-4.449784231,1.64525E+13,1.12404E+13,-132.6167248,-26.88631203,0,1
BYAN.JK,2019Q2,"Oil, Gas and Coal",7.698277481,14.50618326,1.96477E+13,1.19115E+13,-38.82476196,13.32696819,0,1
CARS.JK,2019Q2,Retailers,0.407317983,1.830653639,8.24739E+12,6.93604E+12,-4.30739513,0.534880822,1,1
CASS.JK,2019Q2,Industrial Transportation,-2.758065842,-16.20106961,1.94237E+12,1.3567E+12,-85.59843054,18.25395571,1,1
CEKA.JK,2019Q2,Food Producers,2.64584734,3.189661165,1.22427E+12,2.15034E+11,250.4158067,-16.71793877,0,1
CENT.JK,2019Q2,Telecommunications Service Providers,0.062973806,0.114174687,5.51157E+12,2.42956E+12,2931.197152,-2.332160955,0,1
CFIN.JK,2019Q2,Finance and Credit Services,0.689538179,1.835266316,1.21432E+13,7.63446E+12,23.74229419,16.38011579,0,1
CINT.JK,2019Q2,Household Goods and Home Construction,-0.54591158,-0.675528369,4.81152E+11,1.14319E+11,-140.9585238,10.11206258,0,1
CITA.JK,2019Q2,Industrial Metals and Mining,6.517878323,12.31482456,3.73918E+12,1.63698E+12,172.5144341,116.236587,1,1
CLEO.JK,2019Q2,Beverages,3.838508627,5.683268192,1.06619E+12,3.66771E+11,96.0919987,34.47502657,0,1
CLPI.JK,2019Q2,Chemicals,0.633669899,0.951544609,7.08823E+11,2.11299E+11,107.0964137,23.1339115,0,1
CMNP.JK,2019Q2,Industrial Transportation,1.053539807,2.416988824,1.43235E+13,7.22639E+12,27.27044203,-2.15822368,1,1
COWL.JK,2019Q2,Real Estate Investment and Services Development,-1.267206769,-3.923809867,3.57877E+12,2.37437E+12,145.1149424,-40.75525579,1,1
CPIN.JK,2019Q2,Food Producers,3.202589388,4.652920261,2.8631E+13,8.39062E+12,-24.89581524,9.890207179,0,1
CSAP.JK,2019Q2,Retailers,-0.011483947,-0.131360163,5.96783E+12,4.10426E+12,9.347328974,10.43770242,1,1
CTRA.JK,2019Q2,Real Estate Investment and Services Development,0.065420669,0.091389589,3.50766E+13,1.97609E+13,61.37729314,3.556626732,1,1
CTTH.JK,2019Q2,Construction and Materials,-0.761952156,-1.736380171,7.61356E+11,4.1626E+11,8.710817917,-53.61822802,0,1
DART.JK,2019Q2,Real Estate Investment and Services Development,0.052062003,0.102291806,7.04505E+12,3.43786E+12,-6.631177945,21.06010918,1,1
DAYA.JK,2019Q2,Retailers,0.678831269,2.651271003,6.1905E+11,4.69749E+11,205.1739014,82.20040018,1,1
DEFI.JK,2019Q2,Investment Banking and Brokerage Services,-0.026961428,-0.027293816,87949892870,901561450,-35.88304967,-2.791771329,1,1
DEWA.JK,2019Q2,Industrial Metals and Mining,0.064523268,0.115356347,5.93782E+12,2.6504E+12,-56.73806198,19.31536367,1,1
DGIK.JK,2019Q2,Construction and Materials,-0.6666585,-1.766372065,1.67117E+12,1.09605E+12,-1.990889508,-2.640588865,0,1
DILD.JK,2019Q2,Real Estate Investment and Services Development,-0.183575757,-0.659008375,1.4577E+13,8.22264E+12,13.35284085,-58.23862242,1,1
DLTA.JK,2019Q2,Beverages,3.46242245,4.644689817,1.62614E+12,2.35194E+11,-8.143168053,-1.934458307,0,1
DMAS.JK,2019Q2,Real Estate Investment and Services Development,7.889014003,8.827635929,7.46449E+12,6.65901E+11,764.8601145,317.3658924,1,1
DNET.JK,2019Q2,Software & Computer Services,1.02801115,1.692834684,1.48815E+13,5.68997E+12,-329.1290941,41.09504056,1,1
DOID.JK,2019Q2,"Oil, Gas and Coal",0.227038839,1.020960466,1.66916E+13,1.33738E+13,-33.9558109,7.756412358,0,1
DPNS.JK,2019Q2,Chemicals,-0.079639184,0.001297993,3.27626E+11,77459989100,8.350734671,-19.15930581,0,1
DPUM.JK,2019Q2,Food Producers,-1.292366065,-1.936657007,2.10699E+12,7.13756E+11,-186.1196224,-70.04436855,0,1
DSFI.JK,2019Q2,Food Producers,0.857481994,1.822630464,4.02148E+11,2.09831E+11,18.11764381,-4.814427738,0,1
DSNG.JK,2019Q2,Construction and Materials,0.0198857,0.09113767,1.12956E+13,7.84812E+12,57.8249215,4.422106481,0,1
DSSA.JK,2019Q2,Electricity,0.236385259,0.390627118,5.36735E+13,3.04134E+13,-16.28922251,-8.905797009,1,1
DUTI.JK,2019Q2,Real Estate Investment and Services Development,2.070969739,3.011429538,1.30082E+13,5.05771E+12,-20.3181948,34.75979192,1,1
DVLA.JK,2019Q2,Pharmaceuticals and Biotechnology,1.67664971,2.426963774,1.82802E+12,5.34817E+11,35.31541395,12.55897357,0,1
DYAN.JK,2019Q2,Industrial Support Services,1.362920531,2.276295872,1.19503E+12,4.96295E+11,-48.62532301,-8.456544673,1,1
ECII.JK,2019Q2,Retailers,0.380696331,0.426450252,1.95429E+12,2.06456E+11,-200.0930298,5.646552173,1,1
EKAD.JK,2019Q2,Chemicals,1.294645358,1.413032011,8.48704E+11,1.29624E+11,-29.56586014,11.11273275,0,1
ELSA.JK,2019Q2,"Oil, Gas and Coal",1.319817412,2.339428403,6.06809E+12,2.69798E+12,44.95988704,27.97104069,0,1
ELTY.JK,2019Q2,Real Estate Investment and Services Development,-2.564782748,-4.137824925,1.36062E+13,5.38694E+12,-170.3404162,-8.86740343,1,1
EMDE.JK,2019Q2,Real Estate Investment and Services Development,0.845132686,2.23607421,2.14123E+12,1.2899E+12,-123.8050091,-15.36199334,1,1
EMTK.JK,2019Q2,Telecommunications Equipment,-5.564095142,-7.751321142,1.79219E+13,6.91283E+12,-440.1435695,23.641899,0,1
ENRG.JK,2019Q2,"Oil, Gas and Coal",2.422252495,9.142240082,1.06474E+13,7.96576E+12,31.83177977,-8.588518197,0,1
EPMT.JK,2019Q2,Pharmaceuticals and Biotechnology,2.183974358,3.089941089,7.97732E+12,2.11177E+12,4.665942978,10.05581759,0,1
ERAA.JK,2019Q2,Retailers,0.579315559,1.317903389,1.11401E+13,6.49839E+12,-51.95633467,-5.75513112,1,1
ERTX.JK,2019Q2,Personal Goods,0.576722413,1.958455035,9.50427E+11,6.60576E+11,5.696558759,13.27175689,1,1
ESSA.JK,2019Q2,"Oil, Gas and Coal",-0.208465469,-0.288469654,1.31618E+13,1.04416E+13,138.7683124,500.0427377,0,1
ESTI.JK,2019Q2,Industrial Materials,0.32030324,1.211065232,8.86179E+11,6.49659E+11,-171.8327345,-63.70308137,1,1
EXCL.JK,2019Q2,Telecommunications Service Providers,0.389150114,1.214946588,5.83786E+13,3.97173E+13,147.6143853,13.43501163,0,1
FAST.JK,2019Q2,Travel and Leisure,3.353675404,6.831680641,3.25282E+12,1.59626E+12,206.6015743,12.67778113,1,1
FASW.JK,2019Q2,Industrial Materials,2.034526923,4.935302674,1.08646E+13,6.5136E+12,-32.98546863,-13.8715084,1,1
FIRE.JK,2019Q2,Retailers,1.456623068,2.474851056,5.58058E+11,2.41657E+11,-21.61519456,33.20174329,1,1
FISH.JK,2019Q2,Food Producers,0.904393799,3.406007351,5.2057E+12,3.70227E+12,6.806038174,8.340806121,0,1
FMII.JK,2019Q2,Personal Goods,-0.529530775,-0.774921605,9.19264E+11,2.9738E+11,202.5646978,118.4664013,1,1
FORU.JK,2019Q2,Media,3.604967848,6.083450316,1.01057E+11,38112980140,7.705881537,-42.03221182,1,1
FPNI.JK,2019Q2,General Industrials,0.233897085,0.417256321,2.48871E+12,1.25319E+12,-150.7500548,-22.81958837,1,1
FREN.JK,2019Q2,Telecommunications Service Providers,-2.548542973,-5.532267131,2.53667E+13,1.34159E+13,-0.269756325,21.12722084,0,1
GAMA.JK,2019Q2,Real Estate Investment and Services Development,0.013410646,0.016056048,1.38714E+12,2.82336E+11,-12.18728176,-44.92549287,1,1
GDST.JK,2019Q2,Industrial Metals and Mining,0.148979794,0.251404488,1.51363E+12,6.34808E+11,193.8782472,36.08636015,1,1
GDYR.JK,2019Q2,Automobiles and Parts,-0.821454808,-1.961646214,1.78877E+12,1.05328E+12,-42.10579062,-9.005516387,1,1
GEMA.JK,2019Q2,Household Goods and Home Construction,0.118175233,0.257232098,1.04567E+12,6.79681E+11,57.08182455,-37.57029224,0,1
GEMS.JK,2019Q2,"Oil, Gas and Coal",2.060225357,4.280905354,9.9235E+12,5.29052E+12,-49.89368126,5.418765372,0,1
GGRM.JK,2019Q2,Tobacco,2.909721231,4.19077376,6.67001E+13,2.22885E+13,13.81718938,13.82298486,1,1
GIAA.JK,2019Q2,Travel and Leisure,-2.871046319,-17.1957641,5.9735E+13,5.11298E+13,-511.4266042,10.42379013,1,1
GJTL.JK,2019Q2,Automobiles and Parts,-0.026458512,-0.086403295,1.93022E+13,1.32926E+13,-15.85361209,9.216817832,1,1
GMTD.JK,2019Q2,Real Estate Investment and Services Development,0.96104051,1.528229316,1.23068E+12,4.48801E+11,-46.97325435,-40.51180094,1,1
GOLD.JK,2019Q2,Retailers,0.820523139,2.118258098,2.52377E+11,1.56007E+11,5.745368666,8.566248953,1,1
GOLL.JK,2019Q2,Food Producers,-0.658255838,-1.529198612,2.4712E+12,1.78689E+12,-198.2509998,-45.82434661,0,1
GPRA.JK,2019Q2,Real Estate Investment and Services Development,0.403128435,0.320975637,1.541E+12,5.43684E+11,54.65380202,-4.660941379,1,1
GTBO.JK,2019Q2,"Oil, Gas and Coal",-5.473319133,-6.493653944,8.36899E+11,1.18786E+11,-193.4323846,59.78637654,0,1
GWSA.JK,2019Q2,Real Estate Investment and Services Development,0.325246844,0.360367011,7.51413E+12,6.44317E+11,265.7637803,22.35479197,1,1
GZCO.JK,2019Q2,Food Producers,-4.062853799,-12.87265149,2.77719E+12,1.93887E+12,14.40842709,-55.66742449,0,1
HADE.JK,2019Q2,Investment Banking and Brokerage Services,-0.452576024,-0.518177594,72448872140,7491836790,-50.06281835,10.31889605,1,1
HDFA.JK,2019Q2,Finance and Credit Services,-4.017262322,-30.25934319,1.24475E+12,1.05925E+12,-116.1291749,-65.29509109,0,1
HDTX.JK,2019Q2,Industrial Materials,10.35462115,503.4977,5.86941E+11,3.94565E+11,-98.30846946,-21.55553892,1,1
HERO.JK,2019Q2,Retailers,0.185710171,0.289901723,6.23383E+12,2.29327E+12,112.6178621,-4.967321878,1,1
HEXA.JK,2019Q2,Industrial Engineering,2.632902394,5.218627131,4.84145E+12,2.32211E+12,118.0085441,-0.635351351,1,1
HITS.JK,2019Q2,Industrial Transportation,2.296539405,10.2782214,3.10359E+12,2.50621E+12,1.404643946,26.71022208,1,1
HMSP.JK,2019Q2,Tobacco,6.98967116,10.37859929,4.31126E+13,1.4628E+13,11.63597142,3.431153499,1,1
HOKI.JK,2019Q2,Food Producers,3.789108806,5.226102755,8.32273E+11,2.12081E+11,5.477676227,20.00288457,0,1
HOME.JK,2019Q2,Travel and Leisure,-2.902372972,-4.43436198,2.81194E+11,99192566030,-846.4457915,-59.14754085,1,1
HOTL.JK,2019Q2,Travel and Leisure,0.02641413,0.091047765,1.3261E+12,8.9375E+11,-73.25663905,-7.615799388,1,1
HRUM.JK,2019Q2,"Oil, Gas and Coal",1.637570718,2.036924736,6.2107E+12,1.84583E+12,-26.44678599,0.657736421,0,1
IATA.JK,2019Q2,Travel and Leisure,-0.909296217,-1.632369585,9.27476E+11,4.32606E+11,143.4448176,-29.51666317,1,1
IBFN.JK,2019Q2,Finance and Credit Services,-0.868238455,-4.110233102,1.746E+12,1.50982E+12,-13.26984781,-145.7241442,0,1
IBST.JK,2019Q2,Telecommunications Service Providers,0.321838047,0.466654645,7.67909E+12,2.33877E+12,16.79696948,23.11578978,0,1
ICBP.JK,2019Q2,Food Producers,3.549090006,5.395042606,3.73682E+13,1.33402E+13,13.96969282,13.52718373,0,1
ICON.JK,2019Q2,Real Estate Investment and Services Development,0.816825645,1.538877769,3.86697E+11,2.3585E+11,194.2786329,0.985662149,1,1
IDPR.JK,2019Q2,Construction and Materials,-0.131759707,-0.169362131,1.88078E+12,6.99502E+11,-22.18896339,10.63767424,0,1
IGAR.JK,2019Q2,General Industrials,2.23650432,2.635995259,5.94879E+11,2.37787E+11,-4.675704469,-8.314656207,1,1
