Firm,Period,ICB Sector,ROA,ROE,TA,Total Liabilities,OI_GROWTH,REV_GROWTH,Treated,After
IIKP.JK,2019Q2,Food Producers,-1.146584544,-1.250277501,2.92315E+11,25003804020,4.745334247,18.49095523,0,1
IKBI.JK,2019Q2,Electronic and Electrical Equipment,1.007525156,1.41050681,1.33251E+12,3.72921E+11,-1.490656476,36.84956347,1,1
IMAS.JK,2019Q2,Automobiles and Parts,-0.457006362,-2.26572461,4.29364E+13,3.27967E+13,-2.359517136,11.66056976,1,1
IMJS.JK,2019Q2,Consumer Services,0.28030783,2.020607164,2.10004E+13,1.78933E+13,45.9519502,27.49577897,1,1
IMPC.JK,2019Q2,General Industrials,0.088707696,0.892444106,2.39994E+12,1.28372E+12,20.0496733,6.724105594,1,1
INAF.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.184450718,-0.545644053,1.39985E+12,9.27558E+11,-70.83973423,-13.97937686,0,1
INAI.JK,2019Q2,Industrial Metals and Mining,0.931677813,4.18682716,1.38894E+12,1.07206E+12,-4.98083152,13.07381883,1,1
INCF.JK,2019Q2,Chemicals,0.300082875,1.04407365,5.26108E+11,3.84696E+11,-130.4793256,35.80598546,0,1
INCI.JK,2019Q2,Chemicals,0.57052423,0.668167774,3.78946E+11,57666345110,-59.83818745,8.66225414,0,1
INCO.JK,2019Q2,Precious Metals and Mining,-0.283173711,-0.32361241,2.97985E+13,3.54999E+12,-124.4838634,-19.91082376,1,1
INDF.JK,2019Q2,Food Producers,1.331966957,3.40891939,9.73677E+13,6.29051E+13,3.87016607,5.830742513,0,1
INDR.JK,2019Q2,Personal Goods,0.314093674,0.649924915,1.0886E+13,5.6705E+12,-65.2006435,-2.277737048,1,1
INDS.JK,2019Q2,Automobiles and Parts,0.030540981,0.035958349,2.51612E+12,2.73274E+11,-18.50913085,-18.59505072,1,1
INDY.JK,2019Q2,"Oil, Gas and Coal",0.151420674,0.102994761,5.02924E+13,3.73439E+13,-56.69160327,5.021626403,0,1
INKP.JK,2019Q2,Industrial Materials,0.836367204,1.908081134,1.24871E+14,7.0403E+13,-34.89447315,-3.626153349,1,1
INPP.JK,2019Q2,Real Estate Investment and Services Development,24.03172805,38.14115636,8.17902E+12,2.99684E+12,221.6006892,14.80660323,1,1
INRU.JK,2019Q2,Industrial Materials,-0.095450937,-0.244753393,6.55418E+12,4.13766E+12,304.8555596,-31.44749928,1,1
INTD.JK,2019Q2,Leisure Goods,0.839682554,1.142374574,50267098370,11964219800,-81.56521214,5.741302676,1,1
INTP.JK,2019Q2,Construction and Materials,0.910484653,1.069555493,2.58529E+13,4.01621E+12,980.2623568,6.731058491,0,1
IPOL.JK,2019Q2,General Industrials,0.397373356,0.693854487,3.95936E+12,1.89011E+12,19.83385527,-4.299608552,1,1
ISAT.JK,2019Q2,Telecommunications Service Providers,-0.073142201,-0.362600229,5.58625E+13,4.50224E+13,-7.831563479,16.22825709,0,1
ISSP.JK,2019Q2,Industrial Metals and Mining,0.467313803,1.041055932,6.70016E+12,3.51801E+12,33.10415448,10.43969247,1,1
ITMA.JK,2019Q2,"Oil, Gas and Coal",2.970949399,2.974859039,1.95534E+12,4177599750,64.02739173,-3.957299245,0,1
ITMG.JK,2019Q2,"Oil, Gas and Coal",2.146462432,3.561307176,1.87044E+13,6.1397E+12,-32.67786122,0.6707126,0,1
JAWA.JK,2019Q2,Food Producers,-1.906303637,-12.17622956,3.52598E+12,3.01192E+12,-1005.113363,-1.597115392,0,1
JECC.JK,2019Q2,Technology Hardware & Equipment,1.393481229,4.59477585,1.98638E+12,1.44901E+12,-50.90206906,14.9285702,0,1
JGLE.JK,2019Q2,Travel and Leisure,-0.396018339,-0.670129721,3.82181E+12,1.56447E+12,-40.5291576,-11.30837261,1,1
JIHD.JK,2019Q2,Real Estate Investment and Services Development,0.294030534,-0.031699614,6.59197E+12,3.02236E+12,-84.23536675,-7.833947526,1,1
JKON.JK,2019Q2,Construction and Materials,0.060681872,0.132048202,5.06146E+12,2.40607E+12,-85.70968846,12.74355513,0,1
JPFA.JK,2019Q2,Food Producers,2.446431817,5.299318638,2.52165E+13,1.54675E+13,-23.93337924,9.434595276,0,1
JRPT.JK,2019Q2,Real Estate Investment and Services Development,2.30989188,3.802425778,1.10265E+13,4.47596E+12,14.29121222,7.819310199,1,1
JSMR.JK,2019Q2,Industrial Transportation,0.519558885,2.701281994,8.96706E+13,7.20106E+13,19.93101152,-31.32908992,1,1
JSPT.JK,2019Q2,Travel and Leisure,0.12136732,0.360782528,5.13871E+12,2.71924E+12,-66.96597506,-45.658636,1,1
JTPE.JK,2019Q2,Industrial Support Services,2.699960624,3.650549522,1.03941E+12,4.32702E+11,185.7609128,39.15207854,1,1
KAEF.JK,2019Q2,Pharmaceuticals and Biotechnology,0.331228564,0.563024361,1.67975E+13,9.38923E+12,-14.06875663,41.74986651,0,1
KBLI.JK,2019Q2,Electronic and Electrical Equipment,1.886946364,3.10953837,3.06409E+12,1.20459E+12,176.4803909,16.54009517,1,1
KBLM.JK,2019Q2,Electronic and Electrical Equipment,0.715595163,1.130582475,1.30191E+12,4.79496E+11,742.6742095,19.77188682,1,1
KBLV.JK,2019Q2,Telecommunications Service Providers,-0.718400078,-2.063234868,6.91023E+12,4.93749E+12,-100.2630399,-82.66062495,0,1
KBRI.JK,2019Q2,Industrial Materials,-4.119607937,-15.43605604,1.17123E+12,8.67717E+11,-63.22510171,-77.19175914,1,1
KDSI.JK,2019Q2,Household Goods and Home Construction,1.598368215,3.886126699,1.41489E+12,8.18239E+11,55.38682862,-3.904970437,0,1
KIAS.JK,2019Q2,Construction and Materials,-2.478369913,-3.038809079,1.61957E+12,3.80229E+11,-11.11720951,-12.94804421,0,1
KICI.JK,2019Q2,Household Goods and Home Construction,-0.586167748,-0.971011173,1.54135E+11,62184082600,-218.1988684,24.55743451,0,1
KIJA.JK,2019Q2,Real Estate Investment and Services Development,-0.20913284,-0.45956577,1.19527E+13,6.61723E+12,336.7698588,-30.82372815,1,1
KINO.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.29126944,2.39387562,4.60363E+12,2.12521E+12,78.40762278,40.03480725,0,1
KIOS.JK,2019Q2,Software & Computer Services,0.193420752,0.445636208,2.63285E+11,1.48916E+11,24.78513666,0.637669551,1,1
KKGI.JK,2019Q2,"Oil, Gas and Coal",3.283882198,4.773986052,1.73114E+12,5.72417E+11,-247.1393524,450.4703248,0,1
KLBF.JK,2019Q2,Pharmaceuticals and Biotechnology,3.552581494,4.437832311,1.88131E+13,4.14816E+12,5.880577641,8.340691039,0,1
KMTR.JK,2019Q2,Automobiles and Parts,1.600153266,4.0265854,4.74286E+12,2.94992E+12,60.37146775,8.170388231,1,1
KOBX.JK,2019Q2,Industrial Transportation,-0.123950714,-0.504939936,1.82234E+12,1.34911E+12,7.202157087,-27.06401336,1,1
KOIN.JK,2019Q2,Retailers,-0.246464878,-1.852173476,7.41463E+11,7.17436E+11,-219.5407654,-11.94034613,1,1
KONI.JK,2019Q2,Leisure Goods,-1.12750051,-10.56120144,1.16628E+11,1.09574E+11,-63.2373723,-15.37096119,1,1
KOPI.JK,2019Q2,"Oil, Gas and Coal",3.087247613,5.728140072,1.64161E+11,80403865870,-202.2121014,131.5403514,0,1
KPIG.JK,2019Q2,Real Estate Investment and Services Development,1.458706092,1.867242412,2.4971E+13,4.75592E+12,-3.562842327,9.180413965,1,1
KRAH.JK,2019Q2,Industrial Engineering,-9.816841426,-40.30095783,6.45953E+11,4.12574E+11,-8.939034083,-54.00324747,1,1
KRAS.JK,2019Q2,Industrial Metals and Mining,-1.746539301,-4.17333426,6.03255E+13,3.61727E+13,186.2761655,-24.17333245,1,1
KREN.JK,2019Q2,Investment Banking and Brokerage Services,4.637437381,7.301645265,3.5255E+12,1.87174E+12,34.66504419,63.03569993,1,1
LEAD.JK,2019Q2,"Oil, Gas and Coal",-2.246079486,-7.347054131,2.19436E+12,1.5442E+12,24.42985512,-17.15499985,0,1
LINK.JK,2019Q2,Telecommunications Service Providers,4.294482333,5.545455935,6.10223E+12,1.14431E+12,-3.154133606,-2.5571396,0,1
LION.JK,2019Q2,Industrial Metals and Mining,0.377774612,0.540312081,6.78741E+11,2.13662E+11,-76.6758278,-4.816578991,1,1
LMAS.JK,2019Q2,Media,0.913342314,3.459133507,4.15836E+11,3.48901E+11,38.49715052,47.70064147,1,1
LMPI.JK,2019Q2,Household Goods and Home Construction,-1.365949658,-3.316610978,7.52748E+11,4.6557E+11,-207.4309206,6.881241125,0,1
LMSH.JK,2019Q2,Industrial Metals and Mining,-3.932148743,-4.691091479,1.48892E+11,25862122110,-191.6547461,-30.38630116,1,1
LPCK.JK,2019Q2,Real Estate Investment and Services Development,0.6032504,0.801243139,9.89849E+12,2.00348E+12,-98.02308786,-65.56281627,1,1
LPIN.JK,2019Q2,Automobiles and Parts,2.613063876,2.912740595,3.02403E+11,28935603820,-77.0619608,-21.79763596,1,1
LPKR.JK,2019Q2,Real Estate Investment and Services Development,-2.974811414,-6.575425005,5.28979E+13,3.03891E+13,-1989.720637,-14.58760232,1,1
LPLI.JK,2019Q2,Software & Computer Services,-1.797524864,-2.306025472,1.30212E+12,2.85522E+11,-12.10015528,4.010822855,1,1
LPPF.JK,2019Q2,Retailers,19.44525933,58.47022366,5.2203E+12,3.48429E+12,-39.14686896,1.747456474,1,1
LPPS.JK,2019Q2,Investment Banking and Brokerage Services,-1.337837909,-1.351822047,1.18777E+12,12633141010,-23.34232607,-98.78905625,1,1
LRNA.JK,2019Q2,Industrial Transportation,1.835076385,2.158870733,3.15476E+11,46690269080,-62.27689586,31.45300159,1,1
LSIP.JK,2019Q2,Food Producers,0.374256673,0.462768309,1.03252E+13,1.95954E+12,-74.66999877,6.863456396,0,1
LTLS.JK,2019Q2,Chemicals,1.129132007,3.062200859,6.19256E+12,4.30535E+12,47.6573643,-3.394432297,0,1
MAIN.JK,2019Q2,Food Producers,1.205484718,2.740570012,4.59968E+12,2.60463E+12,-14.59856284,20.55021917,0,1
MAMI.JK,2019Q2,Travel and Leisure,-0.014547794,-0.263493067,9.94892E+11,3.10062E+11,55.69441176,-16.93120082,1,1
MAPB.JK,2019Q2,Travel and Leisure,1.734399548,2.950610515,1.94321E+12,8.11162E+11,20.33360456,21.5781451,1,1
MAPI.JK,2019Q2,Retailers,3.425523676,6.352658813,1.27819E+13,7.01534E+12,44.20979458,11.73509704,1,1
MARI.JK,2019Q2,Media,2.278593824,3.743253794,3.24612E+11,1.25507E+11,9.229524861,21.16354587,1,1
MASA.JK,2019Q2,Automobiles and Parts,-0.567887419,-1.043947213,7.91796E+12,3.92638E+12,59.04713204,-4.27416394,1,1
MBAP.JK,2019Q2,"Oil, Gas and Coal",5.857813518,8.013899874,2.61471E+12,6.94597E+11,-13.71687106,17.9975301,0,1
MBSS.JK,2019Q2,Industrial Transportation,-0.319304228,-0.472506247,3.29915E+12,9.92732E+11,-44.79318472,5.924849433,1,1
MBTO.JK,2019Q2,Personal Goods,-2.829288928,-6.165541126,6.15223E+11,3.31778E+11,-24.46559523,-20.80596702,1,1
MCAS.JK,2019Q2,Software & Computer Services,1.988762318,1.885421721,1.59064E+12,8.91237E+11,80.60042821,93.53458716,1,1
MDIA.JK,2019Q2,Media,0.182255243,0.429907998,5.77177E+12,3.16347E+12,-101.035413,-27.56283463,1,1
MDKA.JK,2019Q2,Industrial Metals and Mining,2.696624329,5.668675894,1.25619E+13,6.96106E+12,-7.983431708,129.5691584,1,1
MDKI.JK,2019Q2,Chemicals,0.714571246,0.819736506,9.31636E+11,1.28581E+11,5.747264639,-11.6534419,0,1
MDLN.JK,2019Q2,Real Estate Investment and Services Development,2.054895319,4.55160879,1.57399E+13,8.58898E+12,108.2557117,53.02371682,1,1
MEDC.JK,2019Q2,"Oil, Gas and Coal",-0.06157832,-0.479993923,8.8502E+13,5.45604E+13,14.08320885,7.76760991,0,1
MERK.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.517194201,-1.031075166,8.48785E+11,7.23099E+11,-41.69979521,-0.288517897,0,1
META.JK,2019Q2,Industrial Transportation,1.581061027,1.983993523,4.2802E+12,1.79102E+12,-25.08553351,-21.70743314,1,1
MFIN.JK,2019Q2,Finance and Credit Services,2.171824605,4.041376512,4.16031E+12,2.05421E+12,28.37514234,19.53928111,0,1
MFMI.JK,2019Q2,Industrial Support Services,3.231293795,4.066386211,2.78457E+11,55312184550,14.33980191,-0.060114219,1,1
MICE.JK,2019Q2,"Personal Care, Drug and Grocery Stores",0.455281053,0.770489726,1.00727E+12,3.38467E+11,30.73519184,26.09153293,0,1
MIDI.JK,2019Q2,Retailers,1.167298633,5.479874731,5.22466E+12,4.13467E+12,12.68694019,7.077173552,1,1
MIKA.JK,2019Q2,Health Care Providers,3.536705129,4.194068518,5.40975E+12,1.18568E+12,20.72353085,16.19770919,0,1
MIRA.JK,2019Q2,Industrial Transportation,0.395430857,0.606956341,3.53818E+11,1.11244E+11,-5.711178963,6.410888356,1,1
MKNT.JK,2019Q2,Telecommunications Equipment,-6.900291603,-30.15186989,7.46703E+11,6.72608E+11,-235.9445946,-27.73124088,0,1
MKPI.JK,2019Q2,Real Estate Investment and Services Development,1.482001058,1.978979129,6.8974E+12,1.75746E+12,-45.85072236,-5.924853429,1,1
MLBI.JK,2019Q2,Beverages,8.237617667,25.50414852,2.80487E+12,2.28144E+12,1.716659887,4.47527176,0,1
MLIA.JK,2019Q2,Construction and Materials,0.371831336,0.852773639,5.24681E+12,2.92602E+12,9.223162504,-38.77125843,0,1
MLPL.JK,2019Q2,Retailers,0.102075994,1.019866875,1.65111E+13,1.199E+13,-106.0524432,-8.476203121,1,1
MLPT.JK,2019Q2,Software & Computer Services,1.35906342,3.892269127,2.22605E+12,1.2442E+12,17.37263207,36.54713377,1,1
MMLP.JK,2019Q2,Industrial Support Services,3.026930146,3.636013973,6.09132E+12,2.31743E+12,19.99407861,40.51338637,1,1
MNCN.JK,2019Q2,Media,3.778728105,5.880000116,1.71521E+13,6.58378E+12,20.7584302,13.34008566,1,1
MPMX.JK,2019Q2,Automobiles and Parts,1.432792199,1.87702274,9.62539E+12,2.71264E+12,-21.14214351,5.013032055,1,1
MPOW.JK,2019Q2,Electricity,1.433142158,2.917659078,3.05345E+11,1.52797E+11,-4.294738734,-6.615701561,1,1
MPPA.JK,2019Q2,Retailers,-2.287549229,-10.31218474,5.04462E+12,4.00811E+12,-51.63112184,-31.65377012,1,1
MRAT.JK,2019Q2,Personal Goods,-0.486782089,-0.679319847,5.11369E+11,1.46056E+11,-140.5157289,-23.7343714,1,1
MSKY.JK,2019Q2,Media,-0.792924738,-1.843301861,4.60639E+12,2.62268E+12,-877.6633234,-7.183644437,1,1
MTDL.JK,2019Q2,Technology Hardware & Equipment,1.82003994,3.533514023,5.16621E+12,3.27053E+12,6.599325378,20.50141963,0,1
MTFN.JK,2019Q2,Investment Banking and Brokerage Services,0.222433397,35.24812903,1.09026E+12,1.08707E+12,-740.6993311,-51.48704743,1,1
MTLA.JK,2019Q2,Real Estate Investment and Services Development,2.599541948,4.015156424,5.2243E+12,1.79347E+12,-33.868432,22.62840301,1,1
MTRA.JK,2019Q2,Construction and Materials,1.294166207,2.489146406,2.59233E+11,1.28159E+11,108.7680677,-25.76860548,0,1
MTSM.JK,2019Q2,"Personal Care, Drug and Grocery Stores",-3.320841424,-3.992338746,73111516160,12131250590,-221.9261372,3.370934729,0,1
MYOH.JK,2019Q2,"Oil, Gas and Coal",1.902020497,2.524716715,2.00943E+12,5.72748E+11,30.13031022,0.670672068,0,1
MYOR.JK,2019Q2,Food Producers,2.015747449,3.798010488,1.7682E+13,8.52951E+12,43.88784422,11.90293558,0,1
NASA.JK,2019Q2,Real Estate Investment and Services Development,-0.217539848,-0.222781509,1.16525E+12,81256770640,-4.681925816,-84.23308839,1,1
NELY.JK,2019Q2,Industrial Transportation,2.321873097,2.716702615,5.11929E+11,82189954610,-1.451333907,15.70193152,1,1
NIKL.JK,2019Q2,Industrial Metals and Mining,0.131566303,0.373164127,1.68618E+12,1.04453E+12,-124.6168109,-15.86470113,1,1
NIPS.JK,2019Q2,Electronic and Electrical Equipment,2.237727227,4.725989137,1.77796E+12,8.11326E+11,-197.4631789,15.56249306,1,1
NIRO.JK,2019Q2,Real Estate Investment and Services Development,-0.166720725,-0.197878234,7.90152E+12,5.84592E+12,-221.7772067,5.977944272,1,1
NRCA.JK,2019Q2,Construction and Materials,1.872211859,3.656535424,2.44011E+12,1.10074E+12,-20.43475393,54.02621598,0,1
OASA.JK,2019Q2,Telecommunications Equipment,0.217678912,0.243958913,57572494180,8253560560,216.844871,5.506743232,0,1
OMRE.JK,2019Q2,Real Estate Investment and Services Development,-0.58923144,-0.646275002,4.23098E+12,4.32032E+11,-10.00245851,12.54181108,1,1
PADI.JK,2019Q2,Investment Banking and Brokerage Services,1.699477181,1.761003253,5.45371E+11,19951945020,8.857326088,557.8583721,1,1
PALM.JK,2019Q2,Food Producers,-0.997190215,-1.223792302,1.92461E+12,3.80515E+11,-353.8774377,-69.22521234,0,1
PANR.JK,2019Q2,Travel and Leisure,-0.308847201,-1.124972379,1.85618E+12,1.1612E+12,-12.95449544,2.812759005,1,1
PANS.JK,2019Q2,Investment Banking and Brokerage Services,1.101673304,1.905281044,2.28211E+12,9.41405E+11,-415.7649664,99.65706763,1,1
PBRX.JK,2019Q2,Personal Goods,1.259325101,2.832365909,8.98795E+12,4.95154E+12,21.93271217,10.43152502,1,1
PBSA.JK,2019Q2,Construction and Materials,-0.057261251,-0.073405047,7.01184E+11,1.31672E+11,126.4190319,3.448285229,0,1
PCAR.JK,2019Q2,Food Producers,-3.064785806,-3.992045756,1.12667E+11,27071199510,-0.533335832,-63.50440554,0,1
PDES.JK,2019Q2,Travel and Leisure,1.295815158,2.812030619,4.629E+11,2.49231E+11,-86.56637671,-15.41710385,1,1
PEGE.JK,2019Q2,Investment Banking and Brokerage Services,9.144130583,11.37032755,7.10212E+11,1.41359E+11,620.3938049,356.9327727,1,1
PGAS.JK,2019Q2,"Gas, Water and Multi-utilities",-0.000675565,-0.427866357,1.02313E+14,6.91809E+13,-5.607305103,-5.974655733,0,1
PGLI.JK,2019Q2,Travel and Leisure,-0.240104962,-0.00621992,87225369670,24114978240,63.88812614,-7.726859815,1,1
PICO.JK,2019Q2,General Industrials,0.194006607,0.51717469,8.52932E+11,5.46688E+11,0.968509572,13.48176052,1,1
PJAA.JK,2019Q2,Travel and Leisure,1.46328099,3.069398595,4.04181E+12,2.35321E+12,-26.95143836,8.695685372,1,1
PKPK.JK,2019Q2,"Oil, Gas and Coal",0.183227204,0.421143026,1.28176E+11,72315866000,-88.61971461,-41.11295328,0,1
PLIN.JK,2019Q2,Travel and Leisure,1.663215905,2.655720897,5.03113E+12,4.23501E+12,93.52000233,3.17788155,1,1
PORT.JK,2019Q2,Industrial Transportation,-0.003598737,0.531370637,2.23842E+12,1.13286E+12,-25.05536975,28.09159828,1,1
POWR.JK,2019Q2,Electricity,2.106906666,4.2471086,1.84917E+13,9.52198E+12,9.196442191,2.547234597,1,1
PPRO.JK,2019Q2,Real Estate Investment and Services Development,0.62674002,1.975878398,1.72378E+13,1.18015E+13,-37.51326406,-17.42638655,1,1
PRAS.JK,2019Q2,Industrial Metals and Mining,0.295263016,0.671929418,1.72035E+12,9.25171E+11,-42.67160928,-22.51731063,1,1
PRDA.JK,2019Q2,Medical Equipment and Services,1.743264045,2.138447196,1.89546E+12,3.56859E+11,20.40366497,12.20230574,0,1
PSAB.JK,2019Q2,Travel and Leisure,0.094352972,0.328273649,1.34735E+13,8.45279E+12,32.37921364,30.52033984,1,1
PSKT.JK,2019Q2,Travel and Leisure,-1.092629813,-1.252213255,4.67805E+11,55470977470,-63.78080152,-15.81781855,1,1
PTBA.JK,2019Q2,"Oil, Gas and Coal",3.628397504,5.225644885,2.34121E+13,7.53661E+12,-30.45888352,10.50465165,0,1
PTIS.JK,2019Q2,General Industrials,0.083856273,0.191598529,5.30441E+11,2.97774E+11,-27.84252074,1.898581099,1,1
PTPP.JK,2019Q2,Construction and Materials,0.462928655,1.342741727,5.35045E+13,4.06951E+13,-18.07024826,-2.265364062,0,1
PTRO.JK,2019Q2,"Oil, Gas and Coal",0.84224475,2.407160938,7.79717E+12,5.11832E+12,-19.01566273,16.72377851,0,1
PTSN.JK,2019Q2,Electronic and Electrical Equipment,0.43414239,1.530346898,3.7376E+12,2.73641E+12,1.127909273,118.534096,1,1
PTSP.JK,2019Q2,Travel and Leisure,4.081152694,7.015604748,3.31299E+11,1.69805E+11,38.58063564,27.04698947,1,1
PWON.JK,2019Q2,Real Estate Investment and Services Development,3.036200737,4.781604561,2.55773E+13,1.21393E+13,33.90301354,3.699788257,1,1
PYFA.JK,2019Q2,Pharmaceuticals and Biotechnology,-0.0642896,-0.100919947,1.84443E+11,70493078640,14.52926321,-0.846332803,0,1
RALS.JK,2019Q2,Retailers,8.897746573,12.78095842,6.26571E+12,2.17023E+12,0.268441073,-0.120003206,1,1
RANC.JK,2019Q2,"Personal Care, Drug and Grocery Stores",1.405056546,2.498844769,9.04619E+11,3.88781E+11,-2.350016988,1.748405796,0,1
RBMS.JK,2019Q2,Real Estate Investment and Services Development,-0.472605042,-0.500248755,8.16005E+11,2.04326E+11,-145.5361207,34.16958387,1,1
RELI.JK,2019Q2,Investment Banking and Brokerage Services,1.081373999,1.467650833,6.56392E+11,1.40873E+11,-19.72830879,176.5399719,1,1
RIGS.JK,2019Q2,Industrial Transportation,-15.51475241,-22.12486273,9.02227E+11,3.0599E+11,-892.6966667,3.626519653,1,1
RIMO.JK,2019Q2,Retailers,-1.054959367,-1.230906082,5.9315E+12,1.07872E+12,-189.8909115,823.1585912,1,1
RMBA.JK,2019Q2,Tobacco,-0.545488652,-0.999907931,1.56615E+13,6.51362E+12,-89.15562868,9.943646499,1,1
RODA.JK,2019Q2,Real Estate Investment and Services Development,-0.287729407,-0.40410226,3.98683E+12,1.59418E+12,1030.766967,37.14824825,1,1
ROTI.JK,2019Q2,Food Producers,0.510771029,1.264165652,4.40826E+12,1.52486E+12,546.567314,28.89587042,0,1
RUIS.JK,2019Q2,"Oil, Gas and Coal",0.643242537,1.595837106,1.04773E+12,5.93685E+11,22.92039119,21.63032706,0,1
SAME.JK,2019Q2,Health Care Providers,0.026442783,0.050601333,2.53301E+12,1.20209E+12,-20.13592485,9.800695425,0,1
SCCO.JK,2019Q2,Electronic and Electrical Equipment,1.020767983,1.536225188,4.31873E+12,1.30916E+12,37.15134747,18.29838361,1,1
SCMA.JK,2019Q2,Media,4.244309767,6.09403989,6.9014E+12,1.89365E+12,-36.41773477,14.6258807,1,1
